,Title:,Congress-Session:,Date:,Citation:,Bill:,Bill Profile:,Bill Status:,Bill Sponsor:,Permalink:,Chamber:,Cosponsors:,Subtitle:,Version Date:,Summary,PDF,TEXT,TEXT_Content
78,116 H. J. Res. 33 (Introduced in the House),116- 1,"January 24, 2019",116 H. J. Res. 33,HJRes 33,Retrieve Bill Profile Report,Introduced in the House,Representative John A. Yarmuth (D - KY),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.116_hjres_33_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States relating to contributions and expenditures with respect to Federal elections.,C:\Users\sal853\Documents\congressional_record\data\bills-116hjres33ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-116hjres33ih.txt,"IA

116TH CONGRESS
1ST SESSION

H. J. RES. 33

Proposing an amendment to the Constitution of the United States relating
to contributions and expenditures with respect to Federal elections.

IN THE HOUSE OF REPRESENTATIVES
JANUARY 24, 2019
Mr. YARMUTH (for himself and Mr. COHEN) submitted the following joint
resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States relating to contributions and expenditures with
respect to Federal elections.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

pbinns on DSK79D2C42PROD with BILLS

7 ratified by the legislatures of three-fourths of the several
8 States within seven years after the date of its submission
9 for ratification:

VerDate Sep 11 2014

22:57 Jan 24, 2019

Jkt 089200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ33.IH

HJ33

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. Financial expenditures, or in-kind

3 equivalents, with respect to a candidate for Federal office,
4 without regard to whether or not a communication ex5 pressly advocates the election or defeat of a specified can6 didate in the election, shall not constitute protected
7 speech, as guaranteed by this Constitution or any amend8 ment to this Constitution.
9

‘‘SECTION 2. Congress shall have the power to enact

10 a mandatory public financing system to provide funds to
11 qualified candidates in elections for Federal office, which
12 shall be the sole source of funds raised or spent with re13 spect to Federal elections.
14

‘‘SECTION 3. Congress shall have power to enforce

15 the provisions of this article by appropriate legislation.’’.

pbinns on DSK79D2C42PROD with BILLS

Æ

•HJ 33 IH
VerDate Sep 11 2014

22:57 Jan 24, 2019

Jkt 089200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ33.IH

HJ33

"
79,50 H. Res. 21 (Referred to Committee House),50- 1,"January 04, 1888",50 H. Res. 21,HRes 21,Retrieve Bill Profile Report,Referred to Committee House,Representative Henry Cabot Lodge (R - MA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.50_hres_21_rth_18880104?accountid=11311,U.S. House of Representatives,None,None,None,Proposing an amendment to the Constitution of the United States.,C:\Users\sal853\Documents\congressional_record\data\50-hres21-00rth-18880104.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\50-hres21-00rth-18880104.txt,"1ST SESSION.

H. RES 21.

IN THE HOUSE OF REPRESENTATIVES.
JANUARY

4,1888.

Bead twice, referred to the Committee on the Judiciary, and ordered to be printed.

Mr. LODGE introduced the following joint resolution:

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States.
Whereas the first President of the United States was not inauffurated until the thirtieth day of April, in the year seventeen
hundred and eighty-nine; and
Whereas the day which was chosen by the Continental Congress
for the installation of the new Government then established
by the Constitution, the fourth day of March, does now cause
a public inconvenience in unduly curtailing and limiting the
second session of every Congress; and
Whereas it is fitting that the one hundredth anniversary of the
inauguration of George Washington as the first President of
the United States be commemorated by the inauguration of
his successor in eighteen hundred and eighty-nine upon the
same day, and that this should be the day hereafter for the
beginning of successive administrations of the Government:
Therefore,
1

Besolved by the Senate and House of Bepresentatives

2

of the United States of America in Congress assembled

3

(two-thirds of each House concurring therein), That the fol-

4

lowing article be proposed to the legislatures of the several

5

States as an amendment to the Constitution of the United

6

States, as part of the Constitution, namely:

7

AETIOLE

XVI.

8

The term of office of the President and of the Fiftieth

9

Congress shall continue until the last Tuesday of April in the

10

year eighteen hundred and eighty-nine, at noon.

The Sena™

11

tors whose existing term would otherwise expire on the fourth

12

day of March in the year eighteen hundred and eighty-nine,

13

or thereafter, shall continue in office until noon of the last

14

Tuesday in April succeeding such expiration ; and the last

15

Tuesday in April, at noon, shall thereafter be substituted for

16

the fourth of March as the commencement and termination of

17

the official term of the President, Vice-President, Senators,

18

and Representatives in Congress.

19

fourth of March, occur in the twelfth amendment to the Con-

20

stitution, the words, the last Tuesday in April, are hereby

21

substituted.

Where the words, the

Hi

^
a

O

o

RY 4, 1<
on the

«►

B
on?

r^ 00
£ 00

B

SO

1—'■

—Read twi
iciary, and

& *,

o §

<n- cp
CP B
PJ ci-

2 »

go

i-j ■& M
CD

^

O*
CD

<-tO

00

CD

Q
o

the
prir

B

O

B

D

o'

P4 E

r+
CD
CD

J

B
O

Mj

o

O

s

1-3

CQ

=

O
f
c=j

8
H
x

HH

ii

feJ

•

CO

5- O
CD

CH

o

•

"
80,114 H. J. Res. 91 (Introduced in the House),114- 2,"April 26, 2016",114 H. J. Res. 91,HJRes 91,Retrieve Bill Profile Report,Introduced in the House,Representative Trent Franks (R - AZ),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.114_hjres_91_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States relating to parental rights.,C:\Users\sal853\Documents\congressional_record\data\bills-114hjres91ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-114hjres91ih.txt,"IA

114TH CONGRESS
2D SESSION

H. J. RES. 91

Proposing an amendment to the Constitution of the United States relating
to parental rights.

IN THE HOUSE OF REPRESENTATIVES
APRIL 26, 2016
Mr. FRANKS of Arizona (for himself, Mr. SCHWEIKERT, Mr. SALMON, Mr.
GOSAR, Mr. STEWART, Mr. MESSER, Mr. PITTS, Mr. HUELSKAMP, Mr.
CULBERSON, Mr. DUNCAN of South Carolina, and Mr. HENSARLING) introduced the following joint resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States relating to parental rights.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all

emcdonald on DSK9F6TC42PROD with BILLS

6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
8 States within seven years after the date of its submission
9 for ratification:

VerDate Sep 11 2014

03:09 Apr 27, 2016

Jkt 059200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ91.IH

HJ91

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The liberty of parents to direct the edu-

3 cation of their children is a fundamental right.
4

‘‘SECTION 2. Neither the United States nor any State

5 shall infringe upon this right without demonstrating that
6 its governmental interest as applied to the person is of
7 the highest order and not otherwise served.
8

‘‘SECTION 3. No treaty may be adopted nor shall any

9 source of international law be employed to supersede, mod10 ify, interpret, or apply to any of the rights of parents guar11 anteed by—
12

‘‘(1) this article;

13

‘‘(2) any other provision of this Constitution;

14

‘‘(3) the laws of the United States; or

15

‘‘(4) the constitutions or laws of the several

16

States.

17

‘‘SECTION 4. The rights guaranteed by this article

18 shall not be denied or abridged on account of disability.’’.

emcdonald on DSK9F6TC42PROD with BILLS

Æ

•HJ 91 IH
VerDate Sep 11 2014

03:09 Apr 27, 2016

Jkt 059200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ91.IH

HJ91

"
81,111 S. J. Res. 15 (Introduced in the Senate),111- 1,"May 06, 2009",111 S. J. Res. 15,SJRes 15,Retrieve Bill Profile Report,Introduced in the Senate,Senator David Vitter (R - LA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.111_sjres_15_is?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States authorizing the Congress to prohibit the physical desecration of the flag of the United States.,C:\Users\sal853\Documents\congressional_record\data\bills-111sjres15is.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-111sjres15is.txt,"IIA

111TH CONGRESS
1ST SESSION

S. J. RES. 15

Proposing an amendment to the Constitution of the United States authorizing
the Congress to prohibit the physical desecration of the flag of the
United States.

IN THE SENATE OF THE UNITED STATES
MAY 6, 2009
Mr. VITTER (for himself, Mr. COCHRAN, Mr. ROBERTS, Mr. BROWNBACK, Mr.
GRASSLEY, Mr. ISAKSON, Mr. CRAPO, Mr. CHAMBLISS, Mr. BUNNING,
Mr. INHOFE, Mr. DEMINT, Mr. BURR, Mr. JOHANNS, Mr. ENZI, Mr.
WICKER, Mr. THUNE, Mr. RISCH, and Ms. MURKOWSKI) introduced the
following joint resolution; which was read twice and referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States authorizing the Congress to prohibit the physical
desecration of the flag of the United States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con-

rwilkins on PROD1PC63 with BILLS

5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several

VerDate Nov 24 2008

23:08 May 06, 2009

Jkt 079200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\SJ15.IS

SJ15

2
1 States within seven years after the date of its submission
2 by the Congress:
3
4

‘‘ARTICLE —
‘‘The Congress shall have power to prohibit the phys-

5 ical desecration of the flag of the United States.’’.

rwilkins on PROD1PC63 with BILLS

Æ

•SJ 15 IS
VerDate Nov 24 2008

23:08 May 06, 2009

Jkt 079200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\SJ15.IS

SJ15

"
82,106 H. J. Res. 29 (Introduced in the House),106- 1,"February 11, 1999",106 H. J. Res. 29,HJRes 29,Retrieve Bill Profile Report,Introduced in the House,Representative Tom Bliley (R - VA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.106_hjres_29_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to provide a procedure by which the States may propose constitutional amendments.,C:\Users\sal853\Documents\congressional_record\data\bills-106hjres29ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-106hjres29ih.txt,"IA

106TH CONGRESS
1ST SESSION

H. J. RES. 29

Proposing an amendment to the Constitution of the United States to provide
a procedure by which the States may propose constitutional amendments.

IN THE HOUSE OF REPRESENTATIVES
FEBRUARY 11, 1999
Mr. BLILEY (for himself, Mr. KOLBE, Mr. GOODE, Mr. STUMP, Mr. GILLMOR,
Mr. METCALF, Mr. SHADEGG, and Mr. MANZULLO) introduced the following joint resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to provide a procedure by which the States may
propose constitutional amendments.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing is proposed as an amendment to the Constitution
5 of the United States, which shall be valid to all intents
6 and purposes as part of the Constitution when ratified by
7 the legislatures of three-fourths of the several States with8 in seven years after the date of its submission for ratifica9 tion:

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. Two-thirds of the legislatures of the sev-

3 eral States may propose an amendment to the Constitu4 tion by enacting identical legislation in each such legisla5 ture proposing the amendment. If two-thirds of the legisla6 tures of the several States enact such legislation, the legis7 lature first proposing the amendment shall submit the pro8 posed amendment to the Congress.
9

‘‘SECTION 2. If a proposed amendment is submitted

10 to the Congress under this article and, before the date of
11 the second adjournment of Congress sine die occurring
12 after the proposed amendment is so submitted, two-thirds
13 of each House vote against legislation expressly disapprov14 ing the proposed amendment, the proposed amendment
15 shall be deemed to be submitted to the several States for
16 their consideration.
17

‘‘SECTION 3. If, as of the date of the second adjourn-

18 ment of Congress sine die occurring after a proposed
19 amendment is submitted to Congress under this article,
20 the proposed amendment has not been submitted to the
21 several States for their consideration under section 2, and
22 two-thirds of each House have not voted for legislation ex23 pressly disapproving the proposed amendment, the pro24 posed amendment shall be deemed to be submitted to the
25 several States for their consideration.
•HJ 29 IH

3
1

‘‘SECTION 4. A proposed amendment submitted to

2 the several States for their consideration under this article
3 shall be valid as part of the Constitution when ratified
4 by the legislatures of three-fourths of the several States.
5

‘‘SECTION 5. This article shall not be construed as

6 limiting the power of the States or the Congress under
7 Article V of this Constitution.
8

‘‘SECTION 6. The Congress shall have power to en-

9 force this article by appropriate legislation.’’.

Æ

•HJ 29 IH

"
83,107 H. J. Res. 91 (Introduced in the House),107- 2,"May 02, 2002",107 H. J. Res. 91,HJRes 91,Retrieve Bill Profile Report,Introduced in the House,Representative Steve J. Chabot (R - OH),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.107_hjres_91_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to protect the rights of crime victims.,C:\Users\sal853\Documents\congressional_record\data\bills-107hjres91ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-107hjres91ih.txt,"IA

107TH CONGRESS
2D SESSION

H. J. RES. 91

Proposing an amendment to the Constitution of the United States to protect
the rights of crime victims.

IN THE HOUSE OF REPRESENTATIVES
MAY 2, 2002
Mr. CHABOT (for himself, Mr. BARCIA, Mr. KELLER, Mr. FLAKE, Mr. GREEN
of Wisconsin, Mr. BRADY of Texas, Mr. SAXTON, Mr. SOUDER, Mr. WALDEN, Mr. FOSSELLA, Mr. MCNULTY, Mr. SHAYS, Mr. ROYCE, Mr. KENNEDY of Minnesota, Mr. ENGLISH, Mr. GALLEGLY, and Ms. PRYCE of
Ohio) introduced the following joint resolution; which was referred to the
Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to protect the rights of crime victims.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several

2
1 States, and which shall take effect on the 180th day after
2 ratification of this article:
3
4

‘‘ARTICLE —
‘‘SECTION 1. The rights of victims of violent crime,

5 being capable of protection without denying the constitu6 tional rights of those accused of victimizing them, are
7 hereby established and shall not be denied by any State
8 or the United States and may be restricted only as pro9 vided in this article.
10

‘‘SECTION 2. A victim of violent crime shall have the

11 right to reasonable and timely notice of any public pro12 ceeding involving the crime and of any release or escape
13 of the accused; the rights not to be excluded from such
14 public proceeding and reasonably to be heard at public re15 lease, plea, sentencing, reprieve, and pardon proceedings;
16 and the right to adjudicative decisions that duly consider
17 the victim’s safety, interest in avoiding unreasonable
18 delay, and just and timely claims to restitution from the
19 offender. These rights shall not be restricted except when
20 and to the degree dictated by a substantial interest in pub21 lic safety or the administration of criminal justice, or by
22 compelling necessity.
23

‘‘SECTION 3. Nothing in this article shall be con-

24 strued to provide grounds for a new trial or to authorize
25 any claim for damages. Only the victim or the victim’s
•HJRES 91 IH

3
1 lawful representative may assert the rights established by
2 this article, and no person accused of the crime may obtain
3 any form of relief hereunder.
4

‘‘SECTION 4. Congress shall have power to enforce

5 by appropriate legislation the provisions of this article.
6 Nothing in this article shall affect the President’s author7 ity to grant reprieves or pardons.
8

‘‘SECTION 5. This article shall be inoperative unless

9 it shall have been ratified as an amendment to the Con10 stitution by the legislatures of three-fourths of the several
11 States within seven years from the date of its submission
12 to the States by the Congress.’’.

Æ

•HJRES 91 IH

"
84,92 S.J. Res. 150 (Ordered to be Printed Senate),92- 1,"September 08, 1971",92 S.J. Res. 150,SJRes 150,Retrieve Bill Profile Report,Ordered to be Printed Senate,Senator Birch Evans Bayh (D - IN),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.92_sjres_150_ops_19710908?accountid=11311,U.S. Senate,None,None,None,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,C:\Users\sal853\Documents\congressional_record\data\92-sjres150-00ops-19710908.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\92-sjres150-00ops-19710908.txt,";=».

air Ho. <3bm
9Qn .fiOSTGEESS

£%

W*.V«iP«.

etfj

.EArf. -rf^fc^ .

t3® Je i\l!s&3o 1 Oil
IN THE SENATE OE THE UNITED STATES
AUGUST

6,1971

Mr. BATH (for himself, Mr. COOK, Mr. GURNET, and Mr. TUNNEY) introduced
the following joint resolution; which was read the first time
8,1971
Bead-the second time and ordered to be placed on the calendar
SEPTEMBER

JOINT RESOLUT1
Proposing an amendment to the Constitution of the United States
relative to equal rights for men and women.
1

Resolved by the Senate and House of Representatives of

2 the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the following
4L

article is proposed as an amendment to the Constitution of

5 the United States, which shall be valid to all intents and
6 purposes as part of the Constitution when ratified by the
7 legislatures of three-fourths of the several States within seven
8 years from the date of its submission by the Congress:
J)
10

""AETIOIE —
""SECTION

1. Equality of rights under the law shall not

11 be denied or abridged by the United States or by any State
12 on account of sex.
II

T
■I'M

1

""SEC.

2. The Congress shall have the power to enforce,

2 by appropriate legislation, the provisions of this article.
3

""SEC.

3, This amendment shall take effect two years

4 after the date of ratification/'

3

to
MO

g ^8
[JMKJ

re

o
B

B
O g

a JS
S H

3 p- S
§ ce§.
H

I1 O"" S
p, n »

if

SI

$

!j£

team

EL 2

£

S3

a.g
o

p

% 2

S3

?
feft

l-J

Ms

"
85,113 S. J. Res. 25 (Introduced in the Senate),113- 1,"October 11, 2013",113 S. J. Res. 25,SJRes 25,Retrieve Bill Profile Report,Introduced in the Senate,Senator Rand Paul (R - KY),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.113_sjres_25_is?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States relative to applying laws equally to the citizens of the United States and the Federal Government.,C:\Users\sal853\Documents\congressional_record\data\bills-113sjres25is.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-113sjres25is.txt,"IIA

113TH CONGRESS
1ST SESSION

S. J. RES. 25

Proposing an amendment to the Constitution of the United States relative
to applying laws equally to the citizens of the United States and the
Federal Government.

IN THE SENATE OF THE UNITED STATES
Mr. PAUL

OCTOBER 11, 2013
introduced the following joint resolution; which was read twice and
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States relative to applying laws equally to the citizens
of the United States and the Federal Government.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
mstockstill on DSK4VPTVN1PROD with BILLS

7 ratified by the legislatures of three-fourths of the several
8 States:

VerDate Mar 15 2010

21:33 Oct 11, 2013

Jkt 039200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\SJ25.IS

SJ25

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. Congress shall make no law applicable

3 to a citizen of the United States that is not equally appli4 cable to Congress.
5

‘‘SECTION 2. Congress shall make no law applicable

6 to a citizen of the United States that is not equally appli7 cable to the executive branch of Government, including the
8 President, Vice President, ambassadors, other public min9 isters and consuls, and all other officers of the United
10 States, including those provided for under this Constitu11 tion and by law, and inferior officers to the President es12 tablished by law.
13

‘‘SECTION 3. Congress shall make no law applicable

14 to a citizen of the United States that is not equally appli15 cable to judges of the Supreme Court of the United States,
16 including the Chief Justice, and judges of such inferior
17 courts as Congress may from time to time ordain and es18 tablish.
19

‘‘SECTION 4. Nothing in this article shall preempt

20 any specific provision of this Constitution.’’.

mstockstill on DSK4VPTVN1PROD with BILLS

Æ

•SJ 25 IS
VerDate Mar 15 2010

21:33 Oct 11, 2013

Jkt 039200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\SJ25.IS

SJ25

"
86,49 H. Res. 44 (Referred to Committee House),49- 1,"January 05, 1886",49 H. Res. 44,HRes 44,Retrieve Bill Profile Report,Referred to Committee House,Representative William McAdoo (D - NJ),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.49_hres_44_rth_18860105?accountid=11311,U.S. House of Representatives,None,None,None,"Proposing an amendment to the Constitution of the United States for uniformity as to the day for choosing Presidential electors and forbidding the voting for any other officers, save Representatives in Congress, at said election.",C:\Users\sal853\Documents\congressional_record\data\49-hres44-00rth-18860105.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\49-hres44-00rth-18860105.txt,"49TH CONGEESS,
1ST SESSION.

H. RES. 44.

IN THE HOUSE OE REPRESENTATIVES.
JANUARY

5,1886.

Bead twice, referred to the Select Committee on the Election of President and
Vice-President, and ordered to be printed.

Mr. MCADOO introduced the following joint resolution:

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States
for uniformity as to the day for choosing Presidential electors,
and forbidding the voting for any other officers, save Representatives in Congress, at said election.
1

Resolved by the Senate and House of Representatives

2

of the United States of America in Gongress assembled

3

(two-thirds of each Rouse concurring therein), That the

4 following amendment to the Constitution of the United States
5

be proposed to the legislatures of the several- States; which,

6

when ratified by three-fourths of said legislatures, shall become

7

a part of the Constitution, namely:

8
9

Add a new article, to be known- as article sixteen, and
which shall read as follows :

10

"" That the election for Presidential electors in the several

11

States shall be held uniformly on the same day in each State,

12

to wit, on the third Tuesday of October of the year in which

13

said electors are to be chosen by the people of said several

14

States.

At such election for electors as aforesaid no other

15

State, county, municipal, or other local officers shall be voted

16

for or elected, save Representatives from such State in the

17

Congress of the United States.""
>
P, e a
»£;.>•

•-3

p- ""

© £ * » CD °
CD
M

Cj B
°^ >-s p m
P
s
o -v
CD P

3 %. za
CD 2.
» «a d
?. o <tt

® p 2

^

r-

O

IP- ®^ S""3
^

•

2 ""^

SK

o>

p>j

M-

|

^-

p

M-

=

t-

<5 CD
o'
CD
1

CD
O
ert-

2o
a> o

2. B

60 a

?"" E.
GO

g

MK

^

9

& 2.

2. M5 P
(*D

a

Ml*

g a> y,

pi c F3

CH

o ^

p p^
CfQ p
>-S V!
CO
50 O
OB

""as

~ a o
CD
B
P

O
P

^ cT
o

o
Mj
03 5

MJ

83
B

£K

3>
02

i° & 5
OD

'i

O

j-f

S. o
CD
Ci

5*
^
O CD
Mj

(M>

P
r-»-

i—«•

o

!ZJ

"
87,103 H. J. Res. 210 (Introduced in the House),103- 1,"June 08, 1993",103 H. J. Res. 210,HJRes 210,Retrieve Bill Profile Report,Introduced in the House,Representative Gerald Brooks Hunt Solomon (R - NY),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.103_hjres_210_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States with respect to the proposal and the enactment of laws by popular vote of the people of the United States.,C:\Users\sal853\Documents\congressional_record\data\bills-103hjres210ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-103hjres210ih.txt,"IA

103D CONGRESS
1ST SESSION

H. J. RES. 210

Proposing an amendment to the Constitution of the United States with
respect to the proposal and the enactment of laws by popular vote
of the people of the United States.

IN THE HOUSE OF REPRESENTATIVES
Mr. SOLOMON

JUNE 8, 1993
introduced the following joint resolution; which was referred to
the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States with respect to the proposal and the enactment
of laws by popular vote of the people of the United
States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

2
1 ratified by the legislatures of three-fourths of the several
2 States within seven years after the date of its submission
3 for ratification:
4
5

‘‘ARTICLE —
‘‘SECTION 1. The people of the United States shall

6 have the power to propose and enact laws in accordance
7 with this article, except with respect to carrying out the
8 powers granted to Congress in the 11th and 15th clauses
9 of article I, section 8, of this Constitution. This article
10 does not grant the people of the United States the power
11 to propose amendments to this Constitution.
12

‘‘SECTION 2. A law may be proposed by presenting

13 to the President a petition that sets forth the text of the
14 proposed law and contains signatures, collected within the
15 eighteen months prior to such presentation, of registered
16 voters equal in number to 3 percent of the ballots cast
17 in the last general election for President, and which in18 cludes the signatures of registered voters in each of one19 fourth of the States equal in number to 3 percent of the
20 ballots cast in the last general election for President in
21 each such State. Within ninety days after such presen22 tation, the President shall determine the validity of the
23 signatures contained in such petition through consultation
24 with the appropriate States. Upon a determination that
25 such petition contains the required number of valid signa•HJ 210 IH

3
1 tures, he shall certify such petition. He shall then direct
2 that the proposed law be placed on the ballot at the next
3 general election held for choosing Members of the House
4 of Representatives occurring at least one hundred and
5 twenty days after such certification. The Congress shall
6 provide by law reasonable procedures for the preparation
7 and transmittal of such petitions, and for the certification
8 of signatures on such petitions. For the purposes of this
9 section, the term ‘State’ shall include the District of Co10 lumbia.
11

‘‘SECTION 3. A proposed law shall be enacted upon

12 receiving a majority of the number of electoral votes. For
13 purposes of this section, each State shall have a number
14 of electoral votes equal to the number of Senators and
15 Representatives to which such State is entitled in the Con16 gress. The District of Columbia shall have a number of
17 electoral votes equal to the number of Senators and Rep18 resentatives to which it would be entitled in the Congress
19 if it were a State, but in no event more than the number
20 of electoral votes of the least populous State. A proposed
21 law shall receive a proportion of the number of electoral
22 votes of each State equal to the proportion of the ballots
23 cast in such State with respect to such proposed law that
24 were cast for approval of such proposed law. In making

•HJ 210 IH

4
1 the computation, fractional numbers less than one-one2 thousandth shall be disregarded.
3

‘‘SECTION 4. Any law enacted pursuant to this article

4 shall be a law the same as any other law of the United
5 States, except that any law to repeal or amend a law en6 acted pursuant to this article during the 2 years imme7 diately following its effective date must receive an affirma8 tive rollcall vote of two-thirds of the Members of each
9 House duly elected and sworn. No law, the enactment of
10 which is forbidden the Congress by this Constitution or
11 any amendment thereof, may be enacted by the people
12 under this article.
13

‘‘SECTION 5. The Congress and the people shall have

14 the power to enforce this article by appropriate legisla15 tion.’’.
Æ

•HJ 210 IH

"
