,Title:,Congress-Session:,Date:,Citation:,Bill:,Bill Profile:,Bill Status:,Bill Sponsor:,Permalink:,Chamber:,Version Date:,Cosponsors:,Subtitle:,Summary,PDF,TEXT,TEXT_Content
22,101 H.R. 364 (Introduced in the House),101- 1,"January 03, 1989",101 H.R. 364,HR 364,Retrieve Bill Profile Report,AS INTRODUCED IN THE HOUSE,Representative Norman David Shumway (R - CA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.101_hr_364_ih?accountid=11311,U.S. House of Representatives,"January 03, 1989 Version: -- 1",None,None,"A BILL Proposing an amendment to the Constitution of the United States to provide that appropriations made by the United States shall not exceed its revenues, except in time of war or national emergency; and to provide for the systematic paying back of the national debt.",C:\Users\sal853\Documents\congressional_record\data\101-hr364-000ih-19890103.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\101-hr364-000ih-19890103.txt,"101ST CONGBESS
1ST SESSION

H. R. 364

Proposing an amendment to the Constitution of the United States to provide that
appropriations made by the United States shall not exceed its revenues,
except in time of war or national emergency; and to provide for the
systematic paying back of the national debt.

IN THE HOUSE OF REPRESENTATIVES
3, 1989
introduced the following bill; which was referred to the Committee
on the Judiciary
JANUAEY

Mr.

SHUMWAY

A BILL
Proposing an amendment to the Constitution
States to provide that appropriations made
States shall not exceed its revenues, except
or national emergency; and to provide for

of the United
by the United
in time of war
the systematic

paying back of the national debt.
1

Be it enacted by the Senate and House of Representa-

2 tives of the United States of America in Congress assembled,
3 That the following article is proposed as an amendment to
4 the Constitution of the United States, to be valid only if rati5 fied by the legislatures of three-fourths of the several States
6 within seven years after the date of final passage of this joint
7 resolution:

2
1
2

""AKTICLE
""SECTION

—

1. Except as provided in section 2, the Congress

3 shall make no appropriation for any fiscal year if the resulting
4 total of appropriations for such fiscal year would exceed the
5 total estimated revenues of the United States for such fiscal
6 year.
7

""SECTION

2. In time of war or national emergency, as

8 declared by Congress, the application of section 1 may he
9 suspended by a concurrent resolution which has passed the
10 Senate and House of Representatives by an affirmative vote
11 of three-fourths of the authorized membership of each such
12 House. Such suspension shall be effective only for the two13 year term of the Congress which passes such resolution.
14

""SECTION

3. There shall be no increase in the national

15 debt and such debt, as it exists on the date on which this
16 article is ratified, shall be repaid during the one-hundred-year
17 period beginning with the first fiscal year which begins after
18 the date on which this article is ratified. The rate of repay19 ment shall be such that one-tenth of such debt shall be repaid
20 during each ten-year interval of such one-hundred-year
21 period.
22

""SECTION

4. This article shall apply only with respect

23 to fiscal years which begin more than six months after the
24 date on which this article is ratified."".
O

•HE 364 IH

"
23,102 H. J. Res. 46 (Introduced in the House),102- 1,"January 03, 1991",102 H.J.Res. 46,HJRes 46,Retrieve Bill Profile Report,AS INTRODUCED IN THE HOUSE,Representative John Paul Hammerschmidt (R - AR),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.102_hjres_46_ih?accountid=11311,U.S. House of Representatives,"January 03, 1991 Version: -- 1",None,None,Proposing an amendment to the Constitution of the United States with respect to burning the flag of the United States.,C:\Users\sal853\Documents\congressional_record\data\102-hjres46-000ih-19910103.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\102-hjres46-000ih-19910103.txt,"IA

102B CONGRESS
1ST SESSION

H. J. RES. 46

Proposing an amendment to the Constitution of the United States with respect to
burning the flag of the United States.

IN THE HOUSE OF REPRESENTATIVES
3, 1991
Mr. HAMMEBSCHMIDT introduced the following joint resolution; which was
referred to the Committee on the Judiciary
JANUARY

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States with respect to burning the flag of the United States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Oonstitu5 tion of the United States, to be valid only if ratified by the
6 legislatures of three-fourths of the several States within ten
7 years after the date of final passage of this joint resolution:
8
9

""AKTICLE
""SECTION

—

1. The misuse or desecration of the symbol,

10 emblem, seal, or flag of the United States is not protected

2
1 speech under the first amendment to the Constitution of the
2 United States.
3

""SECTION

2. The Congress shall have power to enforce

4 this article by appropriate legislation.
5

""SECTION

3. The misuse or desecration of the symbol,

6 emblem, seal, or flag of the several States is not protected
7 speech under the first amendment to the Constitution of the
8 United States.
9

""SECTION

4. The legislatures of the several States shall

10 have power to enforce this article by appropriate legislation.
O

HJ 46 IH

"
24,104 H. J. Res. 105 (Introduced in the House),104- 1,"July 26, 1995",104 H. J. Res. 105,HJRes 105,Retrieve Bill Profile Report,Introduced in the House,Representative Peter Hoekstra (R - MI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.104_hjres_105_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to give citizens of the United States the right to recall elected officials.,C:\Users\sal853\Documents\congressional_record\data\bills-104hjres105ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-104hjres105ih.txt,"IA

104TH CONGRESS
1ST SESSION

H. J. RES. 105

Proposing an amendment to the Constitution of the United States to give
citizens of the United States the right to recall elected officials.

IN THE HOUSE OF REPRESENTATIVES
Mr. HOEKSTRA

JULY 26, 1995
introduced the following joint resolution; which was referred
to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to give citizens of the United States the right
to recall elected officials.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the follow4 ing article is proposed as an amendment to the Constitu5 tion of the United States, which shall be valid to all intents
6 and purposes as part of the Constitution when ratified by
7 the legislatures of three-fourths of the several States with8 in seven years after the date of its submission for ratifica9 tion:

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The people shall have the right to recall

3 any person elected by popular vote or the electors of the
4 various States to hold an office of the Federal Govern5 ment.
6

‘‘SECTION 2. A petition proposing the recall of an

7 elected official shall be submitted to an officer of the Gov8 ernment of the United States whom the Congress shall
9 designate by law. Each petition shall be signed by at least
10 ten percent of the whole number of people voting in a
11 given State or congressional district, who voted in the
12 most recent election for President, or for electors for
13 President, occurring before the date on which the petition
14 is submitted to the officer designated by Congress. All
15 such signatures shall be collected within the nine-month
16 period ending on the date the petition is submitted to the
17 officer designated by the Congress. All such signatures
18 shall be collected within the nine-month period ending on
19 the date the petition is submitted to the officer designated
20 by the Congress.
21

‘‘Within ninety days after a petition is submitted to

22 the officer designated by the Congress, such officer shall
23 determine the validity of the signatures contained in the
24 petition. If the petition contains the required number of
25 valid signatures, the officer shall certify the petition and
•HJ 105 IH

3
1 shall direct the chief executive officer in each State to
2 place on a ballot the question of recall before the voters
3 in the State or congressional district for Members of Con4 gress. The Congress shall by law establish procedures for
5 the preparation and submission of any such petition and
6 for the validation of signatures on such petition.
7

‘‘SECTION 3. For the recall of Members of the Senate

8 the recall election shall be held on the first election for
9 Member of the House of Representatives which is held at
10 least sixty days after such direction.
11

‘‘For the recall of Members of the House of Rep-

12 resentatives, a special election shall be ordered within sixty
13 days of the certification of valid signatures on such a peti14 tion.
15

‘‘SECTION 4. If a recall ballot under this article re-

16 ceives a majority of the votes cast in either the district
17 or State of Members of Congress, the recall of the said
18 elected official shall take effect immediately upon certifi19 cation of vote results by the chief executive officer of the
20 States.
21

‘‘SECTION 5. In the event of the removal of a Member

22 of Congress by recall, the chief executive officer of each
23 of the States shall order a special election within the
24 guidelines of the said State.

•HJ 105 IH

4
1

‘‘SECTION 6. The people in each State voting under

2 this Article shall have the qualification requisite for elec3 tors of the most numerous branch of the State legislature.
4 The Congress shall by law prescribe the manner in which
5 the results of the voting conducted under this article shall
6 be ascertained and declared.’’.

Æ

•HJ 105 IH

"
25,72 S.J. Res. 211 (Ordered to be Printed House),72- 2,"February 18, 1933",72 S.J. Res. 211,SJRes 211,Retrieve Bill Profile Report,Ordered to be Printed House,Senator John James Blaine (R - WI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.72_sjres_211_oph_19330218?accountid=11311,U.S. Senate,None,None,None,Proposing an amendment to the Constitution of the United States.,C:\Users\sal853\Documents\congressional_record\data\72-sjres211-00oph-19330218.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\72-sjres211-00oph-19330218.txt,"72D CONGKESS
2D SESSION

S. IRES. 211

IE THE HOUSE OE REPRESENTATIVES
FEBRUARY

18,1933

Ordered'to be printed

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States.
1

Resolved by the Senate and House of Represenla-

2

tives of the United States of America in Congress assembled

3

(two-thirds of each House concurring therein), That the

4

following article is hereby proposed as an amendment to

5

the Constitution of the United States, which shall be valid

6

to all intents and purposes as part of the Constitution

7

when ratified by conventions in three-fourths of the several

8

States:

9
10
11

""ABTICLE

—

"" SECTION 1. The eighteenth article of amendment to
the Constitution of the United States is hereby repealed.

1

"" SEC. 2. The transportation or Importation into any

2

State, Territory, or possession of the United States for de-

3

livery or use therein of intoxicating liquors, in violation of

4

the laws thereof, is hereby prohibited,

5

"" SEC. 3. This article shall be inoperative unless it

6

shall have been ratified as an amendment to the Constitution

7

by conventions in the several States, as provided in the

8

Constitution, within seven years from the date of the sub-

9

mission hereof to the States by the Congress.""
Passed the Senate Eebruary 10 (calendar day, Eebruary 16), 1933.
Attest:

EDWIN P. THA YER,
Secretary.

o
*ao
co

>-""

0

cr<5

o

o
>-i

& ""3
H

CD
HJ

CD

cr
CD

P
CD

W
W

p

CD g

d

a-* §
I-*
00
CD

CO
CO
CO

CD

O
o
02

S-'
PS

e-t-

o
p

3

O

z

H

»°
BO
|P
a
03
00

P8
PI

o
p

G
H
O
Z

W

"
26,110 H. J. Res. 6 (Introduced in the House),110- 1,"January 04, 2007",110 H. J. Res. 6,HJRes 6,Retrieve Bill Profile Report,Introduced in the House,Representative Candice S. Miller (R - MI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.110_hjres_6_ih?accountid=11311,None,None,None,None,"Proposing an amendment to the Constitution of the United States to provide that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons in each State who are citizens of the United States.",C:\Users\sal853\Documents\congressional_record\data\bills-110hjres6ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-110hjres6ih.txt,"IA

110TH CONGRESS
1ST SESSION

H. J. RES. 6

Proposing an amendment to the Constitution of the United States to provide
that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons
in each State who are citizens of the United States.

IN THE HOUSE OF REPRESENTATIVES
Mrs. MILLER

JANUARY 4, 2007
of Michigan introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to provide that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons in
each State who are citizens of the United States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con-

ccoleman on PRODPC75 with BILLS

5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several

VerDate Aug 31 2005

00:29 Jan 07, 2007

Jkt 059200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ6.IH

HJ6

2
1 States within seven years after the date of its submission
2 for ratification:
3
4

‘‘ARTICLE —
‘‘Representatives shall be apportioned among the sev-

5 eral States according to their respective numbers, which
6 shall be determined by counting the number of persons
7 in each State who are citizens of the United States.’’.

ccoleman on PRODPC75 with BILLS

Æ

•HJ 6 IH
VerDate Aug 31 2005

00:29 Jan 07, 2007

Jkt 059200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ6.IH

HJ6

"
27,51 H. Res. 75 (Referred to Committee House),51- 1,"January 20, 1890",51 H. Res. 75,HRes 75,Retrieve Bill Profile Report,Referred to Committee House,Representative Benjamin Augustine Enloe (D - TN),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.51_hres_75_rth_18900120?accountid=11311,U.S. House of Representatives,None,None,None,Proposing an amendment to the Constitution of the United States providing for the election of Senators by the legal voters of the States.,C:\Users\sal853\Documents\congressional_record\data\51-hres75-00rth-18900120.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\51-hres75-00rth-18900120.txt,"51ST CONGRESS,
1ST SESSION.

m

H

Tojk

U

^1 f^^B

V9&J

^•^

IN THE HOUSE OF REPRESENT ATTVE.S.
JANUARY

20, 1890.

Read twice, referred to the Committee on the Judiciary, and ordered to be printed.

Mr. ENLOE introduced the lollowiugjoint resolution:

uUlli 1 ±CpJjfeUijU 11UJN
Proposing an amendment to the Constitution of the United States
providing for the election of Senators by the legal voters of
the States.
1

Besolved by the Senate and House of Mepresenta-

2

tives of the United States of America in Congress assembled

3

(two-thirds of each House concurring therein), That the

4

following amendment to the Constitution of the United States

5

be proposed to the legislatures of the several States; which,

6

when ratified by three-fourths of said legislatures, shall be-

7

come and be a part of the Constitution, namely:

8

Strike out the word "" legislature "" in the first clause of

9

section three of Article one, and substitute in lieu thereof the

10

word "" people,"" so that said clause shall be as follows:

11

"" The Senate of the United States shall be composed of

12

two Senators from each State, chosen by the people thereof

13

for six years, and each Senator^shall have one vote.""

1

>
>
d

o

2 %

00
B

^ s

d 3-

CD „°

B OfQ

^ ?

©

<-t-""

Cb o

OB

o ""|

cr

td

» W
^ ft

'■<i

g

*<

<-+ S? B

<£
c^T

° 2

CD

tr1

o

S X>
o
CD

H

&

X

_J.

t—'•

o B 2
re

r+
cr
cr a>
(T>
ct>
oo
rr
S3 6
>-tj
«-t-1

CD

O

P 3

1 ^

o ^ O

O

5. o

CD

1—'

3
E3

00

^3
M £
cr

B

1

e+
rift
CD

1

Iz!

CD -4

w

^j

i-i

M

B
x
£-.
r^
p

a
it

©'

r^

re

0B

° ©
B %

«

"
28,111 H. J. Res. 71 (Introduced in the House),111- 2,"January 21, 2010",111 H. J. Res. 71,HJRes 71,Retrieve Bill Profile Report,Introduced in the House,Representative Peter Hoekstra (R - MI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.111_hjres_71_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to give citizens of the United States the right to recall elected officials.,C:\Users\sal853\Documents\congressional_record\data\bills-111hjres71ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-111hjres71ih.txt,"IA

111TH CONGRESS
2D SESSION

H. J. RES. 71

Proposing an amendment to the Constitution of the United States to give
citizens of the United States the right to recall elected officials.

IN THE HOUSE OF REPRESENTATIVES
Mr. HOEKSTRA

JANUARY 21, 2010
introduced the following joint resolution; which was referred
to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to give citizens of the United States the right
to recall elected officials.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

smartinez on DSKB9S0YB1PROD with BILLS

7 ratified by the legislatures of three-fourths of the several
8 States within seven years after the date of its submission
9 for ratification:

VerDate Nov 24 2008

00:09 Jan 22, 2010

Jkt 089200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ71.IH

HJ71

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The people shall have the right to recall

3 any person elected by popular vote or the electors of the
4 various States to hold an office of the Federal Govern5 ment.
6

‘‘SECTION 2. A petition proposing the recall of an

7 elected official shall be submitted to an officer of the Gov8 ernment of the United States whom the Congress shall
9 designate by law. Each petition shall be signed by at least
10 ten percent of the whole number of people voting in a
11 given State or congressional district, who voted in the
12 most recent election for President, or for electors for
13 President, occurring before the date on which the petition
14 is submitted to the officer designated by Congress. All
15 such signatures shall be collected within the six-month pe16 riod ending on the date the petition is submitted to the
17 officer designated by the Congress.
18

‘‘Within ninety days after a petition is submitted to

19 the officer designated by the Congress, such officer shall
20 determine the validity of the signatures contained in the
21 petition. If the petition contains the required number of
22 valid signatures, the officer shall certify the petition and

smartinez on DSKB9S0YB1PROD with BILLS

23 shall direct the chief executive officer in each State to
24 place on a ballot the question of recall before the voters
25 in the State or congressional district for Members of Con-

•HJ 71 IH
VerDate Nov 24 2008

00:09 Jan 22, 2010

Jkt 089200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6201

E:\BILLS\HJ71.IH

HJ71

3
1 gress. The Congress shall by law establish procedures for
2 the preparation and submission of any such petition and
3 for the validation of signatures on such petition.
4

‘‘SECTION 3. For the recall of Members of the Senate

5 the recall election shall be held on the first Statewide elec6 tion for public office (whether a primary election or a gen7 eral election) which is held at least sixty days after the
8 certification of valid signatures on such a petition.
9

‘‘For the recall of Members of the House of Rep-

10 resentatives, a recall election shall be held within sixty
11 days of the certification of valid signatures on such a peti12 tion.
13

‘‘SECTION 4. If a recall ballot under this article re-

14 ceives a majority of the votes cast in either the district
15 or State of Members of Congress, the recall of the said
16 elected official shall take effect immediately upon certifi17 cation of vote results by the chief executive officer of the
18 States.
19

‘‘SECTION 5. In the event of the removal of a Member

20 of Congress by recall, the chief executive officer of each
21 of the States shall order a special election within the
22 guidelines of the State.

smartinez on DSKB9S0YB1PROD with BILLS

23

‘‘SECTION 6. The people in each State voting under

24 this Article shall have the qualification requisite for elec25 tors of the most numerous branch of the State legislature.

•HJ 71 IH
VerDate Nov 24 2008

00:09 Jan 22, 2010

Jkt 089200

PO 00000

Frm 00003

Fmt 6652

Sfmt 6201

E:\BILLS\HJ71.IH

HJ71

4
1 The Congress shall by law prescribe the manner in which
2 the results of the voting conducted under this article shall
3 be ascertained and declared.’’.

smartinez on DSKB9S0YB1PROD with BILLS

Æ

•HJ 71 IH
VerDate Nov 24 2008

01:39 Jan 22, 2010

Jkt 089200

PO 00000

Frm 00004

Fmt 6652

Sfmt 6301

E:\BILLS\HJ71.IH

HJ71

"
29,63 H.J. Res. 1 (Ordered to be Printed House),63- 2,"May 09, 1914",63 H.J. Res. 1,HJRes 1,Retrieve Bill Profile Report,Ordered to be Printed House,Representative Franklin Wheeler Mondell (R - WY),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.63_hjres_1_oph_19140509?accountid=11311,U.S. House of Representatives,None,None,None,"Proposing an amendment to the Constitution of the United States, extending the right of suffrage to women.",C:\Users\sal853\Documents\congressional_record\data\63-hjres1-00oph-19140509.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\63-hjres1-00oph-19140509.txt,"House Calendar No. 124.
63D CONGRESS,
2D SESSION.

H. J. RES. 1.
[Report No. 653.]

IN THE HOUSE OF REPRESENTATIVES,
APRIL

7, 1913.

Mr. MONDELL introduced the following joint resolution; which was referred
to the Committee on the Judiciary and ordered to be printed.
MAY

9, 1914.

Referred to the House Calendar and ordered to be printed.

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States,
extending the right of suffrage to women.
1

Resolved by the Senate and House of Representatives

2

of the United States of America in Congress assembled

3

(two-thirds of each House concurring therein), That the

4

following article be proposed to the legislatures of the several

5

States as an amendment to the Constitution of the United

6

States, which, when ratified by three-fourths of said legisla-

7

tures, shall be valid as part of said Constitution, namely:

8
9
10
11
12

""ARTICLE

.—SECTION 1. The right of citizens of

the United States to vote shall not be denied or abridged by
the United States or by any State on account of sex.
""SEC

2. Congress shall have power, by appropriate

legislation', to enforce the provisions of this article,""

*
5
2 & c1 1
a ' S -

O
to

P
ft

(t O K' u
1

p

m

»-—

<X>
w

&
^

5"" (j&
CD

Q

d »

<-*
o ^ «5 !ri
co
gWP

""* o
cf 2-

'i

1

fej

CD

P

r-t-

CD

O

^X

P

c-i

.05

P^^^i

H S>

O

s*

H3

2 ^
0 w
CO
1—1

w
CD

i

^ P

•red to the Ciommittee
lered to be pri nted.
ed to t he IIoi.ise Calenc
ited.

P
c CO
r-t- O i

o
o
t""1

P

CtCD
""*

cx>

P
rt>
Pt-

GO

•
0

O

01

^

p Er
2-; CD

s
•

O

1

1

s

w
0

CO

0
>

CQ
•

fed

p
n

o
p

•-J

P

pj

CD

C+

P

e-t-

O
^E_^

9

p

"
30,104 H. J. Res. 71 (Introduced in the House),104- 1,"March 01, 1995",104 H. J. Res. 71,HJRes 71,Retrieve Bill Profile Report,Introduced in the House,Representative Michael R. McNulty (D - NY),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.104_hjres_71_ih?accountid=11311,None,None,None,None,"Proposing an amendment to the Constitution of the United States repealing the 22nd article of amendment, thereby removing the restrictions on the number of terms an individual may serve as President.",C:\Users\sal853\Documents\congressional_record\data\bills-104hjres71ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-104hjres71ih.txt,"IA

104TH CONGRESS
1ST SESSION

H. J. RES. 71

Proposing an amendment to the Constitution of the United States repealing
the 22nd article of amendment, thereby removing the restrictions on
the number of terms an individual may serve as President.

IN THE HOUSE OF REPRESENTATIVES
MARCH 1, 1995
Mr. MCNULTY (for himself and Mr. SHAYS) introduced the following joint
resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States repealing the 22nd article of amendment, thereby
removing the restrictions on the number of terms an
individual may serve as President.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several

2
1 States within seven years after the date of its submission
2 for ratification:
3
4

‘‘ARTICLE —
‘‘The twenty-second article of amendment to the Con-

5 stitution of the United States is hereby repealed.’’.

Æ

•HJ 71 IH

"
31,102 H. J. Res. 81 (Introduced in the House),102- 1,"January 18, 1991",102 H.J.Res. 81,HJRes 81,Retrieve Bill Profile Report,AS INTRODUCED IN THE HOUSE,Representative William Louis Dickinson (R - AL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.102_hjres_81_ih?accountid=11311,U.S. House of Representatives,"January 18, 1991 Version: -- 1",None,None,Proposing an amendment to the Constitution of the United States establishing English as the official language of the United States.,C:\Users\sal853\Documents\congressional_record\data\102-hjres81-000ih-19910118.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\102-hjres81-000ih-19910118.txt,"IA

102D CONGEESS
1ST SESSION

H.J.RES.81

Proposing an amendment to the Constitution of the United States establishing
English as the official language of the United States.

IN THE HOUSE OF REPRESENTATIVES
18, 1991
Mr. DICKINSON (for himself, Mr. APPLBGATE, Mr. AEMEY, Mr. BALLENGEE, Mr.
BAETON of Texas, Mrs. BENTLEY, Mr. BEBETJTEE, Mr. BEVILL, Mr. BILIEAKIS, Mr. BLILEY, Mr. BEOOMPIELD, Mr. BUNNING, Mr. EMEESON, Mr.
FAWELL, Mr. GTALLO, Mr. HANSEN, Mr. HEEGEE, Mr. HUTTO, Mr. IRELAND, Mr. JONES of North Carolina, Mr. LIPINSKI, Mr. MCCOLLUM, Mr.
MILLEE of Ohio, Mr. MONTGOMEEY, Mr. POETEE, Mr. QUILLEN, Mr. RAVENEL, Mr. SLAUGHTEE of Virginia, Mr. SPENCE, Mr. STUMP, and Mr.
WALSH) introduced the following joint resolution; which was referred to the
Committee on the Judiciary
JANUAEY

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States establishing English as the official language of the
United States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein),
4
5

""AETICLB
""SECTION

—

1. The English language shall be the official

6 language of the United States.

1

""SECTION

2. Neither the United States nor any State

2 shall require, by law, ordinance, regulation, order, decree,
3 program, or policy, the use in the United States of any lan4 guage other than English.
5

""SECTION

3. This article shall not prohibit any law,

6 ordinance, regulation, order, decree, program, or policy—
7

""(1) to provide educational instruction in a lan-

8

guage other than English for the purpose of making

9

students who use a language other than English profi-

10

cient in English,

11
12

""(2) to teach a foreign language to students who
already are proficient in English,

13

""(3) to protect public health and safety, or

14

""(4) to allow translators for litigants, defendants,

15

or witnesses in court cases.

16

""SECTION

4. The Congress and the States may enforce

17 this article by appropriate legislation."".
O

HJ 81 IH

"
32,116 S. 736 (Introduced in the Senate),116- 1,"March 11, 2019",116 S. 736,S 736,Retrieve Bill Profile Report,Introduced in the Senate,Senator Jon Tester (D - MT),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.116_s_736_is?accountid=11311,None,None,None,None,"Proposing an amendment to the Constitution of the United States to clarify the authority of Congress and the States to regulate corporations, limited liability companies, and other corporate entities established by the laws of any State, the United States, or any foreign state.",C:\Users\sal853\Documents\congressional_record\data\bills-116s736is.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-116s736is.txt,"II

116TH CONGRESS
1ST SESSION

S. 736

Proposing an amendment to the Constitution of the United States to clarify
the authority of Congress and the States to regulate corporations, limited
liability companies, and other corporate entities established by the laws
of any State, the United States, or any foreign state.

IN THE SENATE OF THE UNITED STATES
Mr. TESTER

MARCH 11, 2019
introduced the following bill; which was read twice and referred
to the Committee on the Judiciary

A BILL
Proposing an amendment to the Constitution of the United
States to clarify the authority of Congress and the States
to regulate corporations, limited liability companies, and
other corporate entities established by the laws of any
State, the United States, or any foreign state.
1

Be it enacted by the Senate and House of Representa-

2 tives of the United States of America in Congress assembled,
3 That the following article is proposed as an amendment

pamtmann on DSKBFK8HB2PROD with BILLS

4 to the Constitution of the United States, which shall be
5 valid to all intents and purposes as part of the Constitu6 tion when ratified by the legislatures of three-fourths of
7 the several States:

VerDate Sep 11 2014

00:22 Mar 20, 2019

Jkt 089200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\S736.IS

S736

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The rights enumerated in this Constitu-

3 tion and other rights retained by the people shall be the
4 rights of natural persons.
5

‘‘SECTION 2. As used in this Constitution, the terms

6 ‘people’, ‘person’, and ‘citizen’ shall not include a corpora7 tion, a limited liability company, or any other corporate
8 entity established by the laws of any State, the United
9 States, or any foreign state.
10

‘‘SECTION 3. A corporate entity described in section

11 2 shall be subject to such regulation as the people, through
12 representatives in Congress and State representatives,
13 may determine reasonable, consistent with the powers of
14 Congress and the States under this Constitution.
15

‘‘SECTION 4. Nothing in this Constitution shall be

16 construed to limit the rights enumerated in this Constitu17 tion and other rights retained by the people, which are
18 unalienable.’’.

pamtmann on DSKBFK8HB2PROD with BILLS

Æ

•S 736 IS
VerDate Sep 11 2014

00:22 Mar 20, 2019

Jkt 089200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\S736.IS

S736

"
