,Title:,Congress-Session:,Date:,Chamber:,Citation:,Bill:,Bill Profile:,Bill Status:,Bill Sponsor:,Permalink:,Version Date:,Cosponsors:,Subtitle:,Summary,PDF,TEXT,TEXT_Content
37,117 H. J. Res. 24 (Introduced in the House),117- 1,"February 04, 2021",None,117 H. J. Res. 24,HJRes 24,Retrieve Bill Profile Report,Introduced in the House,Representative Warren Davidson (R - OH),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.117_hjres_24_ih?accountid=11311,None,None,None,"Proposing an amendment to the Constitution of the United States to provide that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons in each State who are citizens of the United States.",C:\Users\sal853\Documents\congressional_record\data\bills-117hjres24ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-117hjres24ih.txt,"IA

117TH CONGRESS
1ST SESSION

H. J. RES. 24

Proposing an amendment to the Constitution of the United States to provide
that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons
in each State who are citizens of the United States.

IN THE HOUSE OF REPRESENTATIVES
FEBRUARY 4, 2021
Mr. DAVIDSON (for himself, Mr. BROOKS, Mr. DESJARLAIS, Mr. BUDD, Mr.
MOORE of Alabama, Mrs. HINSON, Mr. DUNCAN, Mr. PERRY, Mr. RICE
of South Carolina, Mr. JORDAN, Mr. NORMAN, Mrs. GREENE of Georgia,
and Mr. HARRIS) submitted the following joint resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to provide that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons in
each State who are citizens of the United States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled

pbinns on DSKJLVW7X2PROD with BILLS

3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
VerDate Sep 11 2014

01:36 Feb 06, 2021

Jkt 019200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ24.IH

HJ24

2
1 ratified by the legislatures of three-fourths of the several
2 States within seven years after the date of its submission
3 for ratification:
4
5

‘‘ARTICLE —
‘‘Representatives shall be apportioned among the sev-

6 eral States according to their respective numbers, which
7 shall be determined by counting the number of persons
8 in each State who are citizens of the United States.’’.

pbinns on DSKJLVW7X2PROD with BILLS

Æ

•HJ 24 IH
VerDate Sep 11 2014

01:36 Feb 06, 2021

Jkt 019200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ24.IH

HJ24

"
38,103 H. J. Res. 248 (Introduced in the House),103- 1,"August 03, 1993",None,103 H. J. Res. 248,HJRes 248,Retrieve Bill Profile Report,Introduced in the House,Representative Edward R. Royce (R - CA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.103_hjres_248_ih?accountid=11311,None,None,None,"Entitled the ``Citizen's Tax Protection Amendment'', proposing an amendment to the Constitution of the United States to prohibit retroactive taxation.",C:\Users\sal853\Documents\congressional_record\data\bills-103hjres248ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-103hjres248ih.txt,"IA

103D CONGRESS
1ST SESSION

H. J. RES. 248

Entitled the ‘‘Citizen’s Tax Protection Amendment’’, proposing an amendment
to the Constitution of the United States to prohibit retroactive taxation.

IN THE HOUSE OF REPRESENTATIVES
Mr. ROYCE

AUGUST 3, 1993
introduced the following joint resolution; which was referred to the
Committee on the Judiciary

JOINT RESOLUTION
Entitled the ‘‘Citizen’s Tax Protection Amendment’’, proposing an amendment to the Constitution of the United
States to prohibit retroactive taxation.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

2
1 ratified by the legislatures of three-fourths of the several
2 States:
3
4

‘‘ARTICLE —
‘‘Congress shall pass no law increasing taxes or fees

5 which takes effect prior to its enactment.’’.
Æ

•HJ 248 IH

"
39,112 H. J. Res. 25 (Introduced in the House),112- 1,"February 09, 2011",None,112 H. J. Res. 25,HJRes 25,Retrieve Bill Profile Report,Introduced in the House,Delegate Donna M. Christensen (D - VI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.112_hjres_25_ih?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States regarding presidential election voting rights for residents of all United States territories and commonwealths.,C:\Users\sal853\Documents\congressional_record\data\bills-112hjres25ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-112hjres25ih.txt,"IA

112TH CONGRESS
1ST SESSION

H. J. RES. 25

Proposing an amendment to the Constitution of the United States regarding
presidential election voting rights for residents of all United States territories and commonwealths.

IN THE HOUSE OF REPRESENTATIVES
FEBRUARY 9, 2011
Mrs. CHRISTENSEN (for herself, Ms. BORDALLO, and Mr. SABLAN) introduced
the following joint resolution; which was referred to the Committee on the
Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States regarding presidential election voting rights for
residents of all United States territories and commonwealths.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con-

emcdonald on DSK2BSOYB1PROD with BILLS

5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several

VerDate Mar 15 2010

22:44 Feb 09, 2011

Jkt 099200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ25.IH

HJ25

2
1 States within seven years after the date of its submission
2 for ratification:
3
4

‘‘ARTICLE —
‘‘SECTION 1. The right of citizens of the United

5 States to vote in the election for President and Vice Presi6 dent shall not be denied or abridged by the United States
7 or by any State on account of residency in a territory or
8 commonwealth of the United States.
9

‘‘SECTION 2. The Congress shall have power to en-

10 force this article by appropriate legislation.’’.

emcdonald on DSK2BSOYB1PROD with BILLS

Æ

•HJ 25 IH
VerDate Mar 15 2010

22:44 Feb 09, 2011

Jkt 099200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ25.IH

HJ25

"
40,110 H. J. Res. 30 (Introduced in the House),110- 1,"February 13, 2007",None,110 H. J. Res. 30,HJRes 30,Retrieve Bill Profile Report,Introduced in the House,Representative Jesse Louis Jackson Jr. (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.110_hjres_30_ih?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States regarding the right of citizens of the United States to health care of equal high quality.,C:\Users\sal853\Documents\congressional_record\data\bills-110hjres30ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-110hjres30ih.txt,"IA

110TH CONGRESS
1ST SESSION

H. J. RES. 30

Proposing an amendment to the Constitution of the United States regarding
the right of citizens of the United States to health care of equal high
quality.

IN THE HOUSE OF REPRESENTATIVES
Mr. JACKSON

FEBRUARY 13, 2007
of Illinois introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States regarding the right of citizens of the United
States to health care of equal high quality.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

bajohnson on PROD1PC77 with BILLS

7 ratified by the legislatures of three-fourths of the several
8 States within seven years after the date of its submission
9 for ratification:

VerDate Aug 31 2005

23:57 Feb 14, 2007

Jkt 059200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ30.IH

HJ30

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. All persons shall enjoy the right to

3 health care of equal high quality.
4

‘‘SECTION 2. The Congress shall have power to en-

5 force and implement this article by appropriate legisla6 tion.’’.

bajohnson on PROD1PC77 with BILLS

Æ

•HJ 30 IH
VerDate Aug 31 2005

23:57 Feb 14, 2007

Jkt 059200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ30.IH

HJ30

"
41,104 H. J. Res. 103 (Introduced in the House),104- 1,"July 26, 1995",None,104 H. J. Res. 103,HJRes 103,Retrieve Bill Profile Report,Introduced in the House,Representative Peter Hoekstra (R - MI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.104_hjres_103_ih?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States to give citizens of the United States the right to enact and repeal laws by voting on legislation in a national election.,C:\Users\sal853\Documents\congressional_record\data\bills-104hjres103ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-104hjres103ih.txt,"IA

104TH CONGRESS
1ST SESSION

H. J. RES. 103

Proposing an amendment to the Constitution of the United States to give
citizens of the United States the right to enact and repeal laws by
voting on legislation in a national election.

IN THE HOUSE OF REPRESENTATIVES
Mr. HOEKSTRA

JULY 26, 1995
introduced the following joint resolution; which was referred
to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to give citizens of the United States the right
to enact and repeal laws by voting on legislation in
a national election.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the follow4 ing article is proposed as an amendment to the Constitu5 tion of the United States, which shall be valid to all intents
6 and purposes as part of the Constitution when ratified by
7 the legislatures of three-fourths of the several States with-

2
1 in seven years after the date of its submission for ratifica2 tion:
3
4

‘‘ARTICLE —
‘‘SECTION 1. The people shall have the right to enact

5 any law which the Congress has authority to pass, and
6 to repeal any provision of law passed by Congress which
7 has become law, except that the people shall not have the
8 right to declare war, grant letters of marque and reprisal,
9 make rules concerning captures on land and water, or call
10 forth the militia.
11

‘‘SECTION 2. A petition proposing the enactment of

12 a law, or the repeal of a provision of law, shall be submit13 ted to an officer of the Government of the United States
14 whom the Congress shall designate by law. Each petition
15 shall contain the text of the proposed law, or, in the case
16 of a proposed repeal of a provision of law, the text of the
17 provision of law that shall cease to be effective if repealed
18 under this article. Each petition shall be signed by at least
19 3 percent of the whole number of people, in each of at
20 least 10 States, who voted in the most recent election for
21 President, or for electors for President, occurring before
22 the date on which the petition is submitted to the officer
23 designated by Congress, and the total number of signa24 tures on such petition shall be at least 3 percent of the
25 whole number of people, from all of the several States,
•HJ 103 IH

3
1 who voted in such election. All such signatures shall be
2 collected within the 18-month period ending on the date
3 the petition is submitted to the officer designated by the
4 Congress.
5

‘‘Within 90 days after a petition is submitted to the

6 officer designated by the Congress, such officer shall de7 termine the validity of the signatures contained in the pe8 tition. If the petition contains the required number of valid
9 signatures, the officer shall certify the petition and shall
10 direct the chief executive officer in each State to place a
11 copy of the proposed law, or provision of law proposed to
12 be repealed, contained in the petition on the ballot in the
13 first election (other than an election to fill a vacancy) for
14 Members of the House of Representatives which is held
15 at least 120 days after such certification. The Congress
16 shall by law establish procedures for the preparation and
17 submission of any such petition and for the validation of
18 signatures on such petition.
19

‘‘SECTION 3. If a law or repeal proposed under this

20 article receives a majority of the votes cast in three-fifths
21 of the several States, the proposed law or repeal shall be
22 introduced to the Congress by the Speaker of the House
23 of Representatives and the President pro tempore of the
24 Senate on the first day of the first session of Congress
25 following the vote.
•HJ 103 IH

4
1

‘‘If Congress does not enact the proposed law or re-

2 peal, without amendment, before the end of one year and
3 90 days after the first day of the first session of Congress
4 following the vote, the officer to whom the petition was
5 submitted shall direct the chief executive officer in each
6 State again to place a copy of the proposed law, or provi7 sion of law proposed to be repealed, contained in the peti8 tion, together with any amended version approved by Con9 gress, on the ballot in the first election (other than an
10 election to fill a vacancy) for Members of the House of
11 Representatives which is held at least 120 days after such
12 direction.
13

‘‘If a law or repeal again placed on the ballot pursu-

14 ant to this article receives a majority of the votes cast
15 in three-fifths of the several States, the proposed law or
16 repeal shall be enacted and take effect according to its
17 terms.
18

‘‘No law, or repeal of a provision of law, which is en-

19 acted under this article shall be subject to approval of the
20 President.
21

‘‘The Congress may not, during the 2-year period be-

22 ginning on the date on which a law enacted by the people
23 under this article takes effect, or the date on which a law
24 repealed by the people under this article ceases to be effec25 tive, repeal or amend a law so enacted, or reenact any
•HJ 103 IH

5
1 part of a law so repealed, except by an affirmative vote
2 of two-thirds of the Members of each House of Congress.
3

‘‘SECTION 4. The people in each State voting under

4 this article shall have the qualification requisite for elec5 tors of the most numerous branch of the State legislature.
6 The Congress shall by law prescribe the manner in which
7 the results of the voting conducted under this article shall
8 be ascertained and declared.’’.

Æ

•HJ 103 IH

"
42,108 H. J. Res. 34 (Introduced in the House),108- 1,"March 04, 2003",None,108 H. J. Res. 34,HJRes 34,Retrieve Bill Profile Report,Introduced in the House,Representative Jesse Louis Jackson Jr. (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.108_hjres_34_ih?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States relative to taxing the people of the United States progressively.,C:\Users\sal853\Documents\congressional_record\data\bills-108hjres34ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-108hjres34ih.txt,"IA

108TH CONGRESS
1ST SESSION

H. J. RES. 34

Proposing an amendment to the Constitution of the United States relative
to taxing the people of the United States progressively.

IN THE HOUSE OF REPRESENTATIVES
Mr. JACKSON

MARCH 4, 2003
of Illinois introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States relative to taxing the people of the United States
progressively.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
8 States within seven years after the date of its submission
9 for ratification:

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The Congress of the United States shall

3 tax all persons progressively in proportion to the income
4 which they respectively enjoy under the protection of the
5 United States.
6

‘‘SECTION 2. The Congress shall have power to en-

7 force this article by appropriate legislation.’’.

Æ

•HJ 34 IH

"
43,82 S.J. Res. 158 (Referred w/Amendments Senate),82- 2,"May 28, 1952",U.S. Senate,82 S.J. Res. 158,SJRes 158,Retrieve Bill Profile Report,Referred w/Amendments Senate,Senator Patrick Anthony McCarran (D - NV),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.82_sjres_158_ras_19520528?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States relative to the taking of private property.,C:\Users\sal853\Documents\congressional_record\data\82-sjres158-00ras-19520528.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\82-sjres158-00ras-19520528.txt,"Calendar No. 1537
82D

CONGRESS
2i> SESSION

S.J.RES.158
[Report No. 1606]

IN THE SENATE 0E THE UNITED STATES
MAY

26 (legislative day, MAY 12), 1952

Mr. MCCAKRAN introduced the following joint resolution; which was read
twice and referred to the Committee on the Judiciary
MAY

28,1952

Reported by Mr. MCCARRAN, with an amendment
[Omit the part struck through and insert the part printed in italic]

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States relative to the taking of private property.
1

Resolved bg the Senate and, House of Representatives

2

of the United Slates of America in Congress assembled

3

(tiro-thirds of each House concurring therein), That the

4 following article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when rati7 lied by the legislatures of three-fourths of the several States:
8
9

""ARTICLE —

""The Executive power of the United States shall not

10 be construed to extend at any time to any taking of private
11

property other than in a manner prescribed by Itw Act of

12

Congress.""

!?

CD

j5

o o»2
rt-

K

7J

rt- W

4 f S'

<D
P
B

>6
o

&

cf ? S

C5

W
^

!D

rh ST
(D
P

a a

IS, 1052
an amendment

P o

*•*

CD

ft

O

a

P

a
w
>
3

o
o

B
B

rtCD
CD

l-i

CD

P

o as

lendment to the G
States relative to
perty.

s-

E£ S
S eg.

O

to

B

6""
CD

1

a o

0Q

P

95

»s

CM

o
5
H
50

wo
CD O

aS
0

2

O

r

G
H
O
28

0Q

1—1

o
«

§
Oi

l—l

GO

•
9

en

o

CO
•

Si

H-k

S2
o

CJ1
r^s
QO

DM

en
CO
•«J

"
44,109 H. J. Res. 53 (Introduced in the House),109- 1,"June 09, 2005",None,109 H. J. Res. 53,HJRes 53,Retrieve Bill Profile Report,Introduced in the House,Representative Candice S. Miller (R - MI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.109_hjres_53_ih?accountid=11311,None,None,None,"Proposing an amendment to the Constitution of the United States to provide that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons in each State who are citizens of the United States.",C:\Users\sal853\Documents\congressional_record\data\bills-109hjres53ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-109hjres53ih.txt,"IA

109TH CONGRESS
1ST SESSION

H. J. RES. 53

Proposing an amendment to the Constitution of the United States to provide
that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons
in each State who are citizens of the United States.

IN THE HOUSE OF REPRESENTATIVES
Mrs. MILLER

JUNE 9, 2005
of Michigan introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to provide that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons in
each State who are citizens of the United States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several

2
1 States within seven years after the date of its submission
2 for ratification:
3
4

‘‘ARTICLE —
‘‘Representatives shall be apportioned among the sev-

5 eral States according to their respective numbers, which
6 shall be determined by counting the number of persons
7 in each State who are citizens of the United States.’’.

Æ

•HJ 53 IH

"
45,110 H. J. Res. 83 (Introduced in the House),110- 2,"May 08, 2008",None,110 H. J. Res. 83,HJRes 83,Retrieve Bill Profile Report,Introduced in the House,Representative Paul C. Broun Jr. (R - GA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.110_hjres_83_ih?accountid=11311,None,None,None,"Proposing an amendment to the Constitution of the United States providing that the Constitution does not preclude a penalty of death, including when it is imposed for the rape of a child under 16 years of age.",C:\Users\sal853\Documents\congressional_record\data\bills-110hjres83ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-110hjres83ih.txt,"IA

110TH CONGRESS
2D SESSION

H. J. RES. 83

Proposing an amendment to the Constitution of the United States providing
that the Constitution does not preclude a penalty of death, including
when it is imposed for the rape of a child under 16 years of age.

IN THE HOUSE OF REPRESENTATIVES
Mr. BROUN

MAY 8, 2008
of Georgia introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States providing that the Constitution does not preclude
a penalty of death, including when it is imposed for
the rape of a child under 16 years of age.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

jbell on PROD1PC69 with BILLS

7 ratified by the legislatures of three-fourths of the several

VerDate Aug 31 2005

06:33 May 09, 2008

Jkt 069200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ83.IH

HJ83

2
1 States within seven years after the date of its submission
2 for ratification:
3
4

‘‘ARTICLE —
‘‘The death penalty is permitted under the Constitu-

5 tion and does not constitute cruel and unusual punish6 ment, including when the death penalty is imposed for the
7 rape of a child under sixteen years old.’’.

jbell on PROD1PC69 with BILLS

Æ

•HJ 83 IH
VerDate Aug 31 2005

06:33 May 09, 2008

Jkt 069200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ83.IH

HJ83

"
46,105 H. J. Res. 3 (Introduced in the House),105- 1,"January 07, 1997",None,105 H. J. Res. 3,HJRes 3,Retrieve Bill Profile Report,Introduced in the House,Representative Bob Inglis (R - SC),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.105_hjres_3_ih?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States limiting the period of time United States Senators and Representatives may serve.,C:\Users\sal853\Documents\congressional_record\data\bills-105hjres3ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-105hjres3ih.txt,"IA

105TH CONGRESS
1ST SESSION

H. J. RES. 3

Proposing an amendment to the Constitution of the United States limiting
the period of time United States Senators and Representatives may serve.

IN THE HOUSE OF REPRESENTATIVES
JANUARY 7, 1997
Mr. INGLIS of South Carolina (for himself, Mr. SANFORD, Mr. DICKEY, Mr.
RIGGS, and Mr. CHABOT) introduced the following joint resolution; which
was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States limiting the period of time United States Senators
and Representatives may serve.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
8 States within seven years after the date of its submission
9 for ratification:

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. No person may serve in Congress more

3 than 2 full terms as a Senator. No person may serve in
4 Congress more than 3 full terms as a Representative.
5

‘‘SECTION 2. Service as a Senator or Representative

6 before this article takes effect shall not be taken into ac7 count in determining service under section 1.’’.

Æ

•HJ 3 IH

"
47,91 H.J. Res. 264 (Ordered to be Printed House),91- 2,"August 28, 1970",U.S. House of Representatives,91 H.J. Res. 264,HJRes 264,Retrieve Bill Profile Report,Ordered to be Printed House,None,https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.91_hjres_264_oph_19700828?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,C:\Users\sal853\Documents\congressional_record\data\91-hjres264-00oph-19700828.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\91-hjres264-00oph-19700828.txt,"Calendar No. 110!
91ST

CONGRESS
2D SESSION

H.J.RES.264

IN THE SENATE OE THE UNITED STATES
28,1970
Ordered to lie on the table and to be printed
AUGUST

AMENDMENT
Intended to be proposed by Mr. EBVIX to H.J. Res. 264, jointresolution proposing an amendment to the Constitution of the
United States relative to equal rights for men and women,
viz:

,1

On page 2, line 2, immediately after the period, insert

2 the following additional sentence: ""Nothing contained in this
3 article shall be construed to deprive the United States and
4 the several States of the legislative power to extend to female
5 persons any right or protection sanctioned by the fifth or
6 fourteenth articles of amendment."".
Amdt.No. 864

CD

j3^ {3

co
g-a &

ft

o So

5at>
rtf «
<B 01
►3
«»
13

c
(B
P
El

o
cr

to

00
M
5C

o

•

CO *

O

K

2 "" »

§i3 -£°C
cr-

Cb

20

— 2 *°
O 13 o
ct-tg
O

'«-

<°g£L

ST. -

SS

C6

o
ST. ^ FV

t*3 ¥
a*
a>
i

to 3
O.

2
so p

""•OR?

S* CB5£i, Pp

<rtO

IS3

3S
e

i$fc

2

na

Calendar No. 1101
91ST CONGRESS
2D SESSION

J. RES. 264

IN THE SENATE OE THE UNITED Bi'Ail'S
28,1970
Ordered to lie on the table and to be printed
AUGUST

AMENDMENT
Intended to he proposed by Mr, ERYIX to H.J. Res. 264, joint
resolution proposing an amendment to the Constitution of
the United States relative to equal rights for men and
women, viz:
1

On page 2, line 6, strike out the words ""one year"" and

2 insert in lieu thereof the words ""two j'ears"".
Amdi. No. 865

i

It

i

>
■B
Pi

3
O

e §m
<p

trt-

E w

CD

p ■=* o
CO
p - er
_ 0*3
O . B o

e

I
CO

rt-

s?8 'p
so 00
«g en
en
CO
CO

O

g ^
o■ 3- ^
52. S Hi

£3

n
ST
9
o»»

e
I""!

CD

3

r*

91ST CONGRESS
2D SESSIOMT

H. XRE

US' THE SENATE- OE THE ""UNITED STATES
28,1970
Ordered to lie on the table and to be printed
'AUGUST

AMENDMENT
Intended to be proposed by Mr. EEVIN to H.J. lies. 264,
joint resolution proposing an amendment to the Constitution of the United States relative to equal rights for men
and women; viz:
1

On page 1, line 1, immediately before the colon, insert

' 2 the following: ""within seven years of the date of its submis3 gion by the Congress"".
Amdt.No.866

CO

B dg wg

&

2 s 5 S &■

SB

a
C

to

3o
&

O

CJ

K
S"" to

.-I- fcj

3 S

£.

>

tog'

3
o

PJ

OS
OS

CT

* 2^
° H. o

nO
P H H. til
p tC
c; oo

O
O

» 2
P

©

rf-.

^9
Icmnd

9 rf. M. p

S3

s
n-

~§'-2 *
35
en
f O C- «03

U-i

v

,

Is3

2!

o

Calendar No, 1101
91ST CONGRESS
2D SESSION

IN THE SENATE OE THE UNITED STATES
At-GtrsT 28,1070
Ordered to lie on the table and to be printed

AMENDMENT
(IN THE NATURE OF A SUBSTITUTE)

Intended to be proposed by Mr. EBVIN to H.J. Res. 264, joint
resolution proposing an amendment to the Constitution of the
United States relative to equal rights for men and women,
viz: Strike out all after the resolving clause and insert in lieu
thereof the followihg:
1 That the following article is proposed as an amendment to
2 the Constitution of the United States, which shall be valid
3 to all intents and purposes as part of the Constitution when
4 ratified by the legislatures of three-fourths of the several
5 States within seven years of the date of Its submission by the
6 Congress:
Amdt.No. 867

2
1
2

""ARTICLE—
""SECTION

1. Equality of rights under the laAv shall not

3 be denied or abridged by the United States or by any State
4 on account of sex. This article shall not impair, however, the
5 validity of any law of the United States or any State which
6 exempts women from compulsory militaiy service or which
7 is reasonably designed to promote the health, safety, pri8 vacy, education, or economic welfare of women, or to
9

enable them to perform their duties as homeinakers or

10 mothers.
11

""SEC.

2. The Congress and the several States shall have

12 power, within their respective jurisdictions, to enforce this
13 article by appropriate legislation.
14

""SEC.

3. This amendment shall take effect two years

*5 after the date of ratification.""

st n
E bd s
J B 5 ^

~
J3

to

<B.

SO

>
3
©

02
W

d
o
us

m

CO

o

■3

fro
OS

as
o

"
48,106 H. J. Res. 97 (Introduced in the House),106- 2,"April 10, 2000",None,106 H. J. Res. 97,HJRes 97,Retrieve Bill Profile Report,Introduced in the House,Representative Jesse Louis Jackson Jr. (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.106_hjres_97_ih?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States regarding the right of all citizens of the United States to an education of equal high quality.,C:\Users\sal853\Documents\congressional_record\data\bills-106hjres97ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-106hjres97ih.txt,"IA

106TH CONGRESS
2D SESSION

H. J. RES. 97

Proposing an amendment to the Constitution of the United States regarding
the right of all citizens of the United States to an education of equal
high quality.

IN THE HOUSE OF REPRESENTATIVES
Mr. JACKSON

APRIL 10, 2000
of Illinois introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States regarding the right of all citizens of the United
States to an education of equal high quality.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
8 States:

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. All citizens of the United States shall

3 enjoy the right to an education of equal high quality.
4

‘‘SECTION 2. The Congress shall have power to imple-

5 ment this article by appropriate legislation.’’.

Æ

•HJ 97 IH

"
