X1,Date,Type,Action,Links,Bill:,Congress-Session:
359,"July 14, 1994",status,Cosponsor(s) added,140 Cong Rec H 5761,HJRes 210,103- 1
360,Session 1,NA,NA,NA,HJRes 210,103- 1
361,"June 08, 1993",referral,Referred to the House Judiciary Committee,139 Cong Rec H 3341,HJRes 210,103- 1
362,"March 06, 1935",status,Introduced in the House,NA,HJRes 196,74- 1
363,"July 09, 1909",status,Referred to Committee House,NA,SJRes 40,61- 1
364,"June 28, 1909",status,Reported in Senate,NA,SJRes 40,61- 1
365,"December 10, 1883",status,Referred to Committee House,NA,HRes 12,48- 1
366,"December 10, 1883",status,Referred to Committee House,NA,HRes 16,48- 1
367,"March 08, 1971",status,Reported in Senate,NA,SJRes 7,92- 1
368,"March 08, 1971",status,Ordered to be Printed House,NA,SJRes 7,92- 1
369,"February 17, 1971",status,Reported in Senate,NA,SJRes 7,92- 1
370,"January 25, 1971",status,Introduced in the Senate,NA,SJRes 7,92- 1
371,"July 26, 1996",status,Cosponsor(s) added,142 Cong Rec H 8598,HJRes 176,104- 2
372,"April 24, 1996",referral,Referred to the House Judiciary Committee,142 Cong Rec H 3819,HJRes 176,104- 2
373,"March 22, 2004",referral,Referred to the Senate Committee on the Judiciary.,150 Cong Rec S 2859,SJRes 30,108- 2
374,"March 22, 2004",status,Remarks by Sen. Allard (R-CO),150 Cong Rec S 2865,SJRes 30,108- 2
375,"July 31, 1997",referral,Referred to the House Judiciary Committee,143 Cong Rec H 6705,HJRes 93,105- 1
376,"January 06, 2015",status,Introduced in the House,161 Cong Rec H43,HJRes 5,114- 1
377,"January 06, 2015",referral,Referred to the House Committee on the Judiciary,161 Cong Rec H43,HJRes 5,114- 1
378,"June 13, 2013",status,Introduced in the Senate,159 Cong Rec S4481,SJRes 17,113- 1
379,"June 13, 2013",referral,Referred to the Senate Committee on the Judiciary,159 Cong Rec S4481,SJRes 17,113- 1
380,"June 13, 2013",others,Introductory remarks by Sen. Hatch (R-UT),159 Cong Rec S4483,SJRes 17,113- 1
381,"June 28, 2013",status,Introduced in the House,159 Cong Rec H4175,HJRes 51,113- 1
382,"June 28, 2013",referral,Referred to the House Committee on the Judiciary,159 Cong Rec H4175,HJRes 51,113- 1
0,"August 05, 2011",status,Introduced in the House,157 Cong Rec H5896,HJRes 76,112- 1
1,"August 05, 2011",referral,Referred to the House Committee on the Judiciary.,157 Cong Rec H5896,HJRes 76,112- 1
2,"January 19, 2018",status,Introduced in the House,164 Cong Rec H582,HJRes 126,115- 2
3,"January 19, 2018",referral,Referred to the House Committee on the Judiciary,164 Cong Rec H582,HJRes 126,115- 2
4,"January 04, 1939",status,Referred to Committee Senate,NA,SJRes 7,76- 1
5,"January 10, 1898",status,Introduced in the Senate,NA,SRes 83,55- 2
6,"January 10, 1898",status,Referred to Committee Senate,NA,SRes 83,55- 2
7,Session 1,NA,NA,NA,SRes 83,55- 2
8,"April 29, 1897",status,Introduced in the Senate,NA,SRes 83,55- 2
9,"January 11, 2021",status,Introduced in the House,167 Cong Rec H122,HJRes 14,117- 1
10,"January 11, 2021",referral,Referred to the House Committee on the Judiciary,167 Cong Rec H122,HJRes 14,117- 1
11,"May 14, 2015",status,Introduced in the House,161 Cong Rec H3212,HJRes 53,114- 1
12,"May 14, 2015",referral,Referred to the House Committee on the Judiciary,161 Cong Rec H3212,HJRes 53,114- 1
13,"July 01, 1992",referral,Referred to the House Judiciary Committee,138 Cong Rec H 5792,HJRes 521,102- 2
14,"July 24, 2013",status,Introduced in the House,159 Cong Rec H5050,HJRes 54,113- 1
15,"July 24, 2013",referral,Referred to the House Committee on the Judiciary,159 Cong Rec H5050,HJRes 54,113- 1
16,"April 24, 1924",status,Placed on Calendar Senate,NA,HJRes 184,68- 1
17,"March 28, 1924",status,Referred to Committee House,NA,HJRes 184,68- 1
18,"February 13, 1924",status,Introduced in the House,NA,HJRes 184,68- 1
19,"June 13, 2019",status,Introduced in the Senate,165 Cong Rec S3477,SJRes 49,116- 1
20,"June 13, 2019",referral,Referred to the Senate Committee on the Judiciary,165 Cong Rec S3477,SJRes 49,116- 1
21,"June 13, 2019",others,Introductory remarks by Sen. Daines (R-MT),165 Cong Rec S3483,SJRes 49,116- 1
22,"January 04, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 175,HJRes 11,104- 1
23,"April 26, 1989",status,Cosponsors added,135 Cong Rec H 1428,HJRes 50,101- 1
24,"January 03, 1989",referral,Referred to House Committee on the Judiciary,135 Cong Rec H 58,HJRes 50,101- 1
25,"January 19, 1880",status,Referred to Committee House,NA,HJRes 172,46- 2
26,"January 22, 2001",referral,Referred to the Senate Committee on the Judiciary,147 Cong Rec S 101,SJRes 1,107- 1
27,"January 22, 2001",status,Remarks by Sen. Thurmond (R-SC),147 Cong Rec S 419,SJRes 1,107- 1
28,"July 30, 2015",status,Introduced in the Senate,161 Cong Rec S6187,SJRes 21,114- 1
29,"July 30, 2015",referral,Referred to the Senate Committee on the Judiciary,161 Cong Rec S6187,SJRes 21,114- 1
30,"March 12, 1914",status,Referred to Committee Senate,NA,SJRes 125,63- 2
31,"June 29, 1992",referral,Referred to the House Judiciary Committee,138 Cong Rec H 5541,HJRes 518,102- 2
32,"December 03, 1895",status,Referred to Committee House,NA,HRes 4,54- 1
33,"December 02, 1895",status,Ordered to be Printed House,NA,HRes 4,54- 1
34,"May 07, 2002",status,Remarks by Rep. Maloney (D-NY),148 Cong Rec E 731,HJRes 40,107- 1
35,Session 1,NA,NA,NA,HJRes 40,107- 1
36,"March 22, 2001",referral,Referred to House Committee on the Judiciary,147 Cong Rec H 1114,HJRes 40,107- 1
37,"December 04, 1893",status,Referred to Committee House,NA,HRes 89,53- 2
0,"January 25, 1995",status,Cosponsor(s) added,141 Cong Rec S 1543,SJRes 1,104- 1
1,"January 24, 1995",status,"Reported in the Senate on Tuesday, January 24 (S. Rept. 5)",141 Cong Rec S 1442,SJRes 1,104- 1
2,"January 23, 1995",status,Reported in the Senate,141 Cong Rec S 1369,SJRes 1,104- 1
3,"January 23, 1995",status,"Senate Judiciary Committee was granted authority to have until 8 p.m., Tuesday, January 24, to file a report",141 Cong Rec S 1384,SJRes 1,104- 1
4,"January 18, 1995",status,Senate Judiciary Committee ordered favorably reported,141 Cong Rec D 52,SJRes 1,104- 1
5,"January 17, 1995",status,"Senate Judiciary Committee continued markup, but did not completed action thereon, and will continue tomorrow",141 Cong Rec D 48,SJRes 1,104- 1
6,"January 10, 1995",status,"Senate Judiciary Committee began markup, but did not complete action thereon, and recessed subject to call",141 Cong Rec D 27,SJRes 1,104- 1
7,"January 05, 1995",status,Senate Judiciary Committee concluded hearings,141 Cong Rec D 13,SJRes 1,104- 1
8,"January 05, 1995",status,Cosponsor(s) added,141 Cong Rec S 511,SJRes 1,104- 1
9,"January 04, 1995",status,Remarks by Sen. Dole KS,141 Cong Rec S 409,SJRes 1,104- 1
10,"January 04, 1995",status,Remarks by Sen. Hatch UT,141 Cong Rec S 409,SJRes 1,104- 1
11,"January 04, 1995",status,Remarks by Sen. Craig ID,141 Cong Rec S 409,SJRes 1,104- 1
12,"January 04, 1995",referral,Referred to the Senate Judiciary Committee,141 Cong Rec S 51,SJRes 1,104- 1
13,"April 28, 1994",status,Cosponsor(s) added,140 Cong Rec H 2914,HJRes 37,103- 1
14,Session 1,NA,NA,NA,HJRes 37,103- 1
15,"October 27, 1993",status,Cosponsor(s) added,139 Cong Rec H 8590,HJRes 37,103- 1
16,"January 27, 1993",status,Cosponsors added,139 Cong Rec H 311,HJRes 37,103- 1
17,"January 05, 1993",referral,Referred to the House Judiciary Committee,139 Cong Rec H 86,HJRes 37,103- 1
18,"October 10, 1995",status,Cosponsor(s) added,141 Cong Rec S 14907,SJRes 6,104- 1
19,"August 04, 1995",status,Cosponsor(s) added,141 Cong Rec S 11455,SJRes 6,104- 1
20,"January 06, 1995",status,Cosponsor(s) added,141 Cong Rec S 564,SJRes 6,104- 1
21,"January 04, 1995",status,Remarks by Sen. Thurmond SC,141 Cong Rec S 415,SJRes 6,104- 1
22,"January 04, 1995",referral,Referred to the Senate Judiciary Committee,141 Cong Rec S 51,SJRes 6,104- 1
23,"April 10, 1997",status,"Remarks by Rep. Johnson, S. TX",143 Cong Rec E 633,HJRes 70,105- 1
24,"April 10, 1997",referral,Referred to the House Judiciary Committee,143 Cong Rec H 1439,HJRes 70,105- 1
25,"March 06, 1995",status,Cosponsor(s) added,141 Cong Rec H 2717,HJRes 56,104- 1
26,"January 19, 1995",status,Remarks by Rep. Beilenson CA,141 Cong Rec E 127,HJRes 56,104- 1
27,"January 19, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 399,HJRes 56,104- 1
28,"May 02, 2000",status,"Remarks by Rep. TERRY, LEE R (R-NE)",146 Cong Rec E 598,HJRes 94,106- 2
29,"April 13, 2000",status,"Remarks by Rep. CUMMINGS, ELIJAH EUGENE (D-MD)",146 Cong Rec E 571,HJRes 94,106- 2
30,"April 13, 2000",status,"Remarks by Rep. BALLENGER, THOMAS CASS (R-NC)",146 Cong Rec E 583,HJRes 94,106- 2
31,"April 12, 2000",status,"Considered in the House, pursuant to H. Res. 471",146 Cong Rec H 2131,HJRes 94,106- 2
32,"April 12, 2000",status,Failed to agree to in the House of necessary 2/3 majority by 234 ayes to 192 nays ( Roll No. 119),146 Cong Rec H 2146,HJRes 94,106- 2
33,"April 12, 2000",status,"Remarks by Rep. WATKINS, WESLEY WADE (R-OK)",146 Cong Rec H 2146,HJRes 94,106- 2
34,"April 10, 2000",status,"Remarks by Rep. SESSIONS, PETER ANDERSON (R-TX)",146 Cong Rec H 2006,HJRes 94,106- 2
35,"April 06, 2000",referral,Referred to House Committee on the Judiciary,146 Cong Rec H 1957,HJRes 94,106- 2
36,"January 21, 1993",referral,Referred to the Senate Judiciary Committee,139 Cong Rec S 195,SJRes 13,103- 1
37,"January 21, 1993",status,"Remarks by Sen. Thurmond, SC",139 Cong Rec S 621,SJRes 13,103- 1
38,"December 09, 1879",status,Referred to Committee House,NA,HJRes 136,46- 2
39,"January 11, 2016",status,Introduced in the House,162 Cong Rec H280,HJRes 80,114- 2
40,"January 11, 2016",referral,Referred to the House Committee on the Judiciary,162 Cong Rec H280,HJRes 80,114- 2
41,"March 03, 2016",status,Introduced in the House,162 Cong Rec H1144,HJRes 85,114- 2
42,"March 03, 2016",referral,Referred to the House Committee on the Judiciary,162 Cong Rec H1144,HJRes 85,114- 2
43,"March 16, 1910",status,Ordered to be Printed House,NA,HJRes 174,61- 2
44,"March 10, 1993",referral,Referred to the House Judiciary Committee,139 Cong Rec H 1164,HJRes 144,103- 1
45,"November 18, 2011",status,Introduced in the House,157 Cong Rec H7891,HJRes 90,112- 1
46,"November 18, 2011",referral,Referred to the House Committee on the Judiciary.,157 Cong Rec H7891,HJRes 90,112- 1
47,"December 02, 1879",status,Referred to Committee House,NA,HJRes 125,46- 2
48,"December 21, 1885",status,Referred to Committee House,NA,HRes 32,49- 1
49,"January 13, 2017",status,Introduced in the House,163 Cong Rec H546,HJRes 28,115- 1
50,"January 13, 2017",referral,Referred to the House Committee on the Judiciary,163 Cong Rec H546,HJRes 28,115- 1
51,"February 28, 1989",referral,Referred to House Committee on the Judiciary,135 Cong Rec H 469,HJRes 159,101- 1
52,"January 06, 1896",status,Referred to Committee House,NA,HRes 62,54- 1
53,"December 23, 1895",status,Ordered to be Printed House,NA,HRes 62,54- 1
54,"February 22, 2019",status,Introduced in the House,165 Cong Rec H2047,HJRes 47,116- 1
55,"February 22, 2019",referral,Referred to the House Committee on the Judiciary,165 Cong Rec H2047,HJRes 47,116- 1
56,"March 28, 1995",status,Cosponsor(s) added,141 Cong Rec H 3880,HJRes 76,104- 1
57,"March 23, 1995",status,Cosponsor(s) added,141 Cong Rec H 3733,HJRes 76,104- 1
58,"March 21, 1995",status,Cosponsor(s) added,141 Cong Rec H 3417,HJRes 76,104- 1
59,"March 16, 1995",status,Cosponsor(s) added,141 Cong Rec H 3327,HJRes 76,104- 1
60,"March 15, 1995",status,Cosponsor(s) added,141 Cong Rec H 3276,HJRes 76,104- 1
61,"March 10, 1995",status,Cosponsor(s) added,141 Cong Rec H 3049,HJRes 76,104- 1
62,"March 08, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 2892,HJRes 76,104- 1
63,"April 24, 1997",referral,Referred to the Senate Judiciary Committee,143 Cong Rec S 3662,SJRes 28,105- 1
64,"April 24, 1997",status,Remarks by Sen. Allard CO,143 Cong Rec S 3686,SJRes 28,105- 1
65,"May 14, 2015",status,Introduced in the House,161 Cong Rec H3212,HJRes 52,114- 1
66,"May 14, 2015",referral,Referred to the House Committee on the Judiciary,161 Cong Rec H3212,HJRes 52,114- 1
67,"February 04, 1884",status,Referred to Committee House,NA,HRes 147,48- 1
68,"March 03, 2003",referral,Referred to the Senate Committee on the Judiciary.,149 Cong Rec S 3028,SJRes 7,108- 1
69,"October 24, 1989",status,Cosponsors added,135 Cong Rec S 13909,SJRES 1,101- 1
70,"March 15, 1989",status,Cosponsors added,135 Cong Rec S 2729,SJRES 1,101- 1
71,"January 25, 1989",referral,Referred to Senate Committee on the Judiciary,135 Cong Rec S 175,SJRES 1,101- 1
72,"May 12, 2011",status,Introduced in the House,157 Cong Rec H3279,HJRes 62,112- 1
73,"May 12, 2011",referral,Referred to the House Committee on the Judiciary.,157 Cong Rec H3279,HJRes 62,112- 1
74,"April 30, 2009",status,Introduced in the House,155 Cong Rec H5061,HJRes 48,111- 1
75,"April 30, 2009",referral,Referred to the House Committee on the Judiciary.,155 Cong Rec H5061,HJRes 48,111- 1
76,"April 30, 2009",others,Remarks by Rep. Paul (R-TX),155 Cong Rec E1026,HJRes 48,111- 1
77,"March 04, 2003",referral,Referred to House Committee on the Judiciary,149 Cong Rec H 1515,HJRes 28,108- 1
78,"January 06, 1886",status,Referred to Committee House,NA,HRes 61,49- 1
79,"April 17, 1997",status,Remarks by Rep. Doyle PA,143 Cong Rec E 697,HJRes 62,105- 1
80,"April 15, 1997",status,"H. Res. 113, resolution providing for consideration of the joint resoluion, which provided that an amendment in the nature of a substitute consisting of the text recommended by the Committee on the Judiciary now printed in H.J. Res. 62 (H. Rept. 50)",143 Cong Rec H 1480,HJRes 62,105- 1
81,"April 15, 1997",status,"House, two-thirds of those present not having voted in the affirmative, failed to pass the joint resolution, as amended pursuant to the rule, by a recorded vote of 233 and 190 (D 25-174; I 0-1; R 208-15) ( Roll No. 78)",143 Cong Rec H 1506,HJRes 62,105- 1
82,"April 14, 1997",status,"House Rules Committee granted a modified closed rule, by voice vote",143 Cong Rec D 330,HJRes 62,105- 1
83,"April 14, 1997",status,"H. Res. 113, resolution providing for consideration of the joint resoluion, reported in the House (H. Rept. 54)",143 Cong Rec H 1456,HJRes 62,105- 1
84,"April 10, 1997",status,Reported in the House (H. Rept. 50),143 Cong Rec H 1437,HJRes 62,105- 1
85,"April 08, 1997",status,"House Judiciary Committee ordered reported, amended",143 Cong Rec D 304,HJRes 62,105- 1
86,"March 18, 1997",status,House Subcommittee on the Constitution held a hearing,143 Cong Rec D 262,HJRes 62,105- 1
87,"March 11, 1997",referral,Referred to the House Judiciary Committee,143 Cong Rec H 889,HJRes 62,105- 1
88,"November 16, 1999",referral,Referred to the House Committee on the Judiciary,145 Cong Rec H 12108,HJRes 81,106- 1
89,"January 04, 1888",status,Referred to Committee House,NA,HRes 20,50- 1
90,"July 14, 1994",status,Cosponsor(s) added,140 Cong Rec S 9042,SJRes 199,103- 2
91,"June 29, 1994",status,Cosponsor(s) added,140 Cong Rec S 7964,SJRes 199,103- 2
92,"June 24, 1994",status,Cosponsor(s) added,140 Cong Rec S 7653,SJRes 199,103- 2
93,"June 14, 1994",referral,Referred to the Senate Judiciary Committee,140 Cong Rec S 6857,SJRes 199,103- 2
94,"January 04, 1888",status,Referred to Committee House,NA,HRes 28,50- 1
95,"January 26, 1994",status,Cosponsor(s) added,140 Cong Rec S 185,SJRes 9,103- 1
96,Session 1,NA,NA,NA,SJRes 9,103- 1
97,"July 29, 1993",status,Cosponsor(s) added,139 Cong Rec S 9887,SJRes 9,103- 1
98,"July 26, 1993",status,Cosponsor(s) added,139 Cong Rec S 9450,SJRes 9,103- 1
99,"July 21, 1993",status,Cosponsor(s) added,139 Cong Rec S 9199,SJRes 9,103- 1
100,"July 20, 1993",status,Cosponsor(s) added,139 Cong Rec S 9085,SJRes 9,103- 1
101,"July 15, 1993",status,Cosponsor(s) added,139 Cong Rec S 8837,SJRes 9,103- 1
102,"April 28, 1993",status,Cosponsors added,139 Cong Rec S 5039,SJRes 9,103- 1
103,"February 25, 1993",status,Cosponsors added,139 Cong Rec S 2152,SJRes 9,103- 1
104,"January 28, 1993",status,Cosponsors added,139 Cong Rec S 936,SJRes 9,103- 1
105,"January 21, 1993",referral,Referred to the Senate Judiciary Committee,139 Cong Rec S 194,SJRes 9,103- 1
106,"January 21, 1993",status,"Remarks by Sen. Thurmond, SC",139 Cong Rec S 618,SJRes 9,103- 1
107,"February 16, 1995",status,Cosponsor(s) added,141 Cong Rec S 2889,SJRes 24,104- 1
108,"January 25, 1995",referral,Referred to the Senate Judiciary Committee,141 Cong Rec S 1539,SJRes 24,104- 1
109,"February 27, 1991",referral,Referred to the House Judiciary Committee,137 Cong Rec H 1280,HJRes 150,102- 1
110,"June 04, 1998",referral,Referred to the Senate Committee on the Judiciary,144 Cong Rec S 5634,SJRes 48,105- 2
111,"February 27, 2017",status,Introduced in the Senate,163 Cong Rec S1448,SJRes 24,115- 1
112,"February 27, 2017",referral,Referred to the Senate Committee on the Judiciary,163 Cong Rec S1448,SJRes 24,115- 1
113,"February 27, 2017",others,Remarks by Sen. Hatch (R-UT),163 Cong Rec S1450,SJRes 24,115- 1
114,"January 26, 2005",referral,Referred to House Committee on the Judiciary,151 Cong Rec H 234,HJRes 14,109- 1
0,"January 28, 2003",referral,Referred to House Committee on the Judiciary,149 Cong Rec H 218,HJRes 15,108- 1
1,"May 14, 2009",status,Introduced in the Senate,155 Cong Rec S5502,SJRes 16,111- 1
2,"May 14, 2009",referral,Referred to the Senate Committee on the Judiciary.,155 Cong Rec S5502,SJRes 16,111- 1
3,"July 19, 2017",status,Introduced in the House,163 Cong Rec H6041,HJRes 109,115- 1
4,"July 19, 2017",referral,Referred to the House Committee on the Judiciary,163 Cong Rec H6041,HJRes 109,115- 1
5,"June 24, 1998",status,Reported by the Senate Committee on Judiciary,144 Cong Rec S 7012,HJRes 54,105- 1
6,"June 17, 1998",status,"Approved for full committee by the Senate Subcommittee on the Constitution, Federalism, and Property Rights",144 Cong Rec D 651,HJRes 54,105- 1
7,Session 1,NA,NA,NA,HJRes 54,105- 1
8,"June 19, 1997",status,Remarks by Rep. Forbes NY,143 Cong Rec E 1265,HJRes 54,105- 1
9,"June 17, 1997",status,Remarks by Rep. Snowbarger KS,143 Cong Rec E 1228,HJRes 54,105- 1
10,"June 16, 1997",status,Remarks by Rep. Kucinich OH,143 Cong Rec E 1218,HJRes 54,105- 1
11,"June 16, 1997",status,House requested the concurrence of the Senate,143 Cong Rec S 5691,HJRes 54,105- 1
12,"June 16, 1997",referral,Referred to the Senate Judiciary Committee,143 Cong Rec S 5691,HJRes 54,105- 1
13,"June 12, 1997",status,"House agreed to H. Res. 163, resolution providing for consideration of the joint resolution, by voice vote",143 Cong Rec H 3730,HJRes 54,105- 1
14,"June 12, 1997",status,"House, two-thirds having voted in the affirmative, passed the joint resolution, by a recorded vote of 310 yeas and 114 nays (D 100-100; I 0-1; R 210-13) ( Roll No. 202)",143 Cong Rec H 3756,HJRes 54,105- 1
15,"June 10, 1997",status,"House Rules Committee granted a closed rule, by voice vote",143 Cong Rec D 594,HJRes 54,105- 1
16,"June 10, 1997",status,"H. Res. 163, resolution providing for consideration of the joint resolution, reported in the House ( H. Rept. 105-126)",143 Cong Rec H 3658,HJRes 54,105- 1
17,"June 05, 1997",status,Reported in the House (H. Rept. 121),143 Cong Rec H 3566,HJRes 54,105- 1
18,"May 14, 1997",status,House Judiciary Committee ordered reported,143 Cong Rec D 481,HJRes 54,105- 1
19,"May 08, 1997",status,House Subcommittee on the Constitution approved bill for full committee action,143 Cong Rec D 456,HJRes 54,105- 1
20,"May 01, 1997",status,Remarks by Rep. Barr GA,143 Cong Rec E 811,HJRes 54,105- 1
21,"April 30, 1997",status,House Subcommittee on the Constitution held a hearing,143 Cong Rec D 411,HJRes 54,105- 1
22,"April 30, 1997",status,Remarks by Rep. Solomon NY,143 Cong Rec E 801,HJRes 54,105- 1
23,"February 13, 1997",status,Remarks by Rep. Lipinski IL,143 Cong Rec E 276,HJRes 54,105- 1
24,"February 13, 1997",status,Remarks by Rep. Solomon NY,143 Cong Rec E 290,HJRes 54,105- 1
25,"February 13, 1997",referral,Referred to the House Judiciary Committee,143 Cong Rec H 588,HJRes 54,105- 1
26,"September 14, 1993",status,Cosponsor(s) added,139 Cong Rec H 6757,HJRes 249,103- 1
27,"August 06, 1993",status,Cosponsor(s) added,139 Cong Rec H 6381,HJRes 249,103- 1
28,"August 05, 1993",referral,Referred to the House Judiciary Committee,139 Cong Rec H 6292,HJRes 249,103- 1
29,"January 12, 2015",status,Introduced in the House,161 Cong Rec H224,HJRes 16,114- 1
30,"January 12, 2015",referral,Referred to the House Committee on the Judiciary,161 Cong Rec H224,HJRes 16,114- 1
31,"October 19, 1990",status,Cosponsors added,136 Cong Rec H 10692,HJRes 201,101- 1
32,"October 11, 1990",status,Cosponsors added,136 Cong Rec H 9480,HJRes 201,101- 1
33,"June 26, 1990",status,Cosponsors added,136 Cong Rec H 4215,HJRes 201,101- 1
34,Session 1,NA,NA,NA,HJRes 201,101- 1
35,"May 24, 1989",status,Cosponsors added,135 Cong Rec H 2170,HJRes 201,101- 1
36,"March 15, 1989",referral,Referred to House Committee on the Judiciary,135 Cong Rec H 697,HJRes 201,101- 1
37,"January 06, 2001",referral,Referred to the House Committee on the Judiciary,147 Cong Rec H 58,HR 69,107- 1
38,"January 03, 2001",referral,Referred to the House Committee on Ways and Means,147 Cong Rec H 26,HR 69,107- 1
39,"January 03, 2001",referral,Referred to the House Committee on Energy and Commerce,147 Cong Rec H 26,HR 69,107- 1
40,"April 25, 2013",others,Hearing held by House Subcommittee on Constitution and Civil Justice (Committee on the Judiciary),159 Cong Rec D383,HJRes 40,113- 1
41,"April 23, 2013",status,Introduced in the House,159 Cong Rec H2246,HJRes 40,113- 1
42,"April 23, 2013",referral,Referred to the House Committee on the Judiciary,159 Cong Rec H2246,HJRes 40,113- 1
43,"July 29, 1994",status,Cosponsor(s) added,140 Cong Rec H 6483,HJRes 1,103- 1
44,"June 09, 1994",status,Cosponsor(s) added,140 Cong Rec H 4293,HJRes 1,103- 1
45,"May 18, 1994",status,Cosponsor(s) added,140 Cong Rec H 3682,HJRes 1,103- 1
46,Session 1,NA,NA,NA,HJRes 1,103- 1
47,"October 07, 1993",status,Cosponsor(s) added,139 Cong Rec H 7670,HJRes 1,103- 1
48,"June 24, 1993",status,Cosponsor(s) added,139 Cong Rec H 4079,HJRes 1,103- 1
49,"June 08, 1993",status,Cosponsor(s) added,139 Cong Rec H 3341,HJRes 1,103- 1
50,"April 28, 1993",status,Cosponsors added,139 Cong Rec H 2127,HJRes 1,103- 1
51,"March 24, 1993",status,Cosponsors added,139 Cong Rec H 1591,HJRes 1,103- 1
52,"February 24, 1993",status,Cosponsors added,139 Cong Rec H 878,HJRes 1,103- 1
53,"February 02, 1993",status,Cosponsors added,139 Cong Rec H 360,HJRes 1,103- 1
54,"January 26, 1993",status,Cosponsors added,139 Cong Rec H 260,HJRes 1,103- 1
55,"January 05, 1993",referral,Referred to the House Judiciary Committee,139 Cong Rec H 85,HJRes 1,103- 1
56,"June 23, 1993",status,Cosponsor(s) added,139 Cong Rec S 7764,SJRes 40,103- 1
57,"May 20, 1993",status,Cosponsors added,139 Cong Rec S 6281,SJRes 40,103- 1
58,"February 24, 1993",status,Cosponsors added,139 Cong Rec S 2042,SJRes 40,103- 1
59,"February 17, 1993",status,Cosponsors added,139 Cong Rec S 1745,SJRes 40,103- 1
60,"February 03, 1993",referral,Referred to the Senate Judiciary Committee,139 Cong Rec S 1148,SJRes 40,103- 1
61,"February 03, 1993",status,"Remarks by Sen. Kennedy, MA",139 Cong Rec S 1200,SJRes 40,103- 1
62,"July 14, 2014",status,Introduced in the House,160 Cong Rec H6215,HJRes 119,113- 2
63,"July 14, 2014",referral,Referred to the House Committee on the Judiciary,160 Cong Rec H6215,HJRes 119,113- 2
64,"May 07, 2009",status,Introduced in the House,155 Cong Rec H5399,HJRes 50,111- 1
65,"May 07, 2009",referral,Referred to the House Committee on the Judiciary.,155 Cong Rec H5399,HJRes 50,111- 1
66,"October 23, 2013",status,Introduced in the House,159 Cong Rec H6769,HJRes 98,113- 1
67,"October 23, 2013",referral,Referred to the House Committee on the Judiciary,159 Cong Rec H6769,HJRes 98,113- 1
68,"May 22, 2008",referral,Referred to the House Committee on the Judiciary.,154 Cong Rec H4831,HJRes 89,110- 2
69,"May 22, 2008",status,Introduced to the House,154 Cong Rec H4831,HJRes 89,110- 2
70,"March 16, 1999",referral,Referred to the House Committee on the Judiciary,145 Cong Rec H 1335,HJRes 40,106- 1
71,"March 18, 2003",referral,Referred to the Senate Committee on the Judiciary.,149 Cong Rec S 3882,SJRes 11,108- 1
72,"March 18, 2003",status,Remarks by Sen. Kennedy (D-MA),149 Cong Rec S 3902,SJRes 11,108- 1
73,"January 04, 1995",status,Remarks by Sen. Thurmond SC,141 Cong Rec S 414,SJRes 5,104- 1
74,"January 04, 1995",referral,Referred to the Senate Judiciary Committee,141 Cong Rec S 51,SJRes 5,104- 1
75,"January 24, 2012",others,Remarks by Rep. Kucinich (D-OH),158 Cong Rec H128,HJRes 100,112- 2
76,"January 18, 2012",status,Introduced in the House,158 Cong Rec H78,HJRes 100,112- 2
77,"January 18, 2012",referral,Referred to the House Committee on the Judiciary.,158 Cong Rec H78,HJRes 100,112- 2
78,"February 06, 1991",referral,Referred to the House Judiciary Committee,137 Cong Rec H 992,HJRes 119,102- 1
79,"January 15, 2013",status,Introduced in the House,159 Cong Rec H170,HJRes 17,113- 1
80,"January 15, 2013",referral,Referred to the House Committee on the Judiciary,159 Cong Rec H170,HJRes 17,113- 1
81,"February 20, 1895",status,Referred to Committee House,NA,HRes 280,53- 3
82,"February 26, 2015",status,Introduced in the House,161 Cong Rec H1370,HJRes 36,114- 1
83,"February 26, 2015",referral,Referred to the House Committee on the Judiciary,161 Cong Rec H1370,HJRes 36,114- 1
84,"January 08, 2009",status,Introduced in the Senate,155 Cong Rec S212,SJRes 4,111- 1
85,"January 08, 2009",referral,Referred to the Senate Committee on the Judiciary.,155 Cong Rec S212,SJRes 4,111- 1
86,"January 08, 2009",others,Remarks by Sen. Udall (D-CO),155 Cong Rec S234,SJRes 4,111- 1
87,"January 08, 2009",others,Remarks by Sen. Nelson (D-NE),155 Cong Rec S234,SJRes 4,111- 1
88,"April 23, 2015",status,Introduced in the Senate,161 Cong Rec S2400,SJRes 12,114- 1
89,"April 23, 2015",referral,Referred to the Senate Committee on the Judiciary,161 Cong Rec S2400,SJRes 12,114- 1
90,"June 25, 2015",status,Introduced in the Senate,161 Cong Rec S4648,SJRes 17,114- 1
91,"June 25, 2015",referral,Referred to the Senate Committee on the Judiciary,161 Cong Rec S4648,SJRes 17,114- 1
92,"March 26, 1892",status,Referred to Committee House,NA,HRes 114,52- 1
93,"February 22, 2010",others,Remarks by Rep. Broun (R-GA),156 Cong Rec H636,HJRes 75,111- 2
94,"February 03, 2010",status,Introduced in the House,156 Cong Rec H555,HJRes 75,111- 2
