id,source_citation,source_group,title_or_description_from_source,date,congress,congressional_session,joint_resolution_chamber,joint_resolution_number,sponsor_name,sponsor_state_or_territory,committee_of_referral,text_of_amendment,ratified_yn,ratified_amendment,notes,constitute_topic1,constitute_topic2,constitute_topic3,constitute_topic4,constitute_topic5,constitute_topic6,constitute_topic7,constitute_topic8,constitute_topic9
4273,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,"Juries, trial of certain crimes by few than 12 members",1946-08-02,79,,Senate Joint Resolution,189,Andrews,Florida,Committee on the Judiciary,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
4928,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Allows for retrial of a person for an offense of which he was convicted upon a former trial,1958-05-19,85,,Senate Joint Resolution,175,Thurmond,South Carolina,Committee on the Judiciary,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
6263,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Power of Federal courts to review criminal convictions; admissibility of voluntary confessions,1966-07-30,89,,Senate Joint Resolution,179,Ervin,North Carolina,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
6917,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,"Power of Federal courts to review criminal convictions, and admissibility of voluntary confessions",1967-02-16,90,,House Joint Resolution,313,Watson,South Carolina,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
6947,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,"Power of Federal courts to review criminal convictions, and admissibility of voluntary confessions",1967-02-28,90,,House Joint Resolution,365,King,New York,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
7207,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Self-incrimination and evidence in criminal cases,1968-07-10,90,,House Joint Resolution,1400,Jacobs,Indiana,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
7591,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Self-incrimination and evidence in criminal cases,1969-02-26,91,,House Joint Resolution,492,Jacobs,Indiana,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
8133,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Self-incrimination and evidence in criminal cases,1971-01-22,92,,House Joint Resolution,118,Jacobs,Indiana,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
8846,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Information and proceedings and grand jury indictment,1973-10-03,93,,House Joint Resolution,752,Wiggins,California,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
8868,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Information and proceedings and grand jury indictment,1973-12-11,93,,House Joint Resolution,855,Wiggins,California,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
9516,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Self-incrimination and evidence in criminal cases,1977-06-02,95,,House Joint Resolution,496,Jacobs,Indiana,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
9523,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Self-incrimination and evidence in criminal cases,1977-06-22,95,,House Joint Resolution,530,Jacobs,Indiana,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
9860,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Self-incrimination and evidence in criminal cases,1979-05-01,96,,House Joint Resolution,314,Jacobs,Indiana,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10026,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Self-incrimination and evidence in criminal cases; amend Sixth Amendment,1981-01-16,97,,House Joint Resolution,87,Jacobs,Indiana,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10252,"Davis, Richard. Proposed Amendments to the Constitution of the United States Introduced in Congress from the 91st Congress, 1st Session through the 98th Congress, 2d Session, January 1969-December 1984, (CRS Report No. 85-36 GOV), Washington: Congressional Research Service, 1985.",NARA,Self-incrimination and evidence in criminal cases,1983-02-15,98,,House Joint Resolution,146,Jacobs,Indiana,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10317,"Harris, Daryl B. Proposed Amendments to the Constitution: 99th-101st Congress (1985-1990), (CRS Report No. 92-555 GOV), Washington: Congressional Research Service, 1992.",NARA,Rights of accused in criminal proceedings,1985-01-03,99,,House Joint Resolution,28,Jacobs,Indiana,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10468,"Harris, Daryl B. Proposed Amendments to the Constitution: 99th-101st Congress (1985-1990), (CRS Report No. 92-555 GOV), Washington: Congressional Research Service, 1992.",NARA,Rights of accused in criminal proceedings,1987-01-07,100,,House Joint Resolution,69,Jacobs,Indiana,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10560,"Harris, Daryl B. Proposed Amendments to the Constitution: 99th-101st Congress (1985-1990), (CRS Report No. 92-555 GOV), Washington: Congressional Research Service, 1992.",NARA,Rights of accused in criminal proceedings,1989-01-03,101,,House Joint Resolution,14,Jacobs,Indiana,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10791,"United States Congress. Congress.gov: Legislation. Washington, D.C.: U. S. Congress, undated. https://www.congress.gov",NARA,"Proposing an amendment to the Constitution of the United States with respect to the compelling of testimony from a defendant in a criminal case in open court, a restriction on the use of prior convictions except when they are an element of the crime charged, and the right of a defendant in a criminal case to be informed of the evidence against him.",1991-02-06,102,,House Joint Resolution,117,"Jacobs, Andrew Jr.",Indiana,"Judiciary, Subcommittee on Civil and Constitutional Rights",NA,NA,NA,NA,NA,NA,NA,NA,,,,,
10941,"United States Congress. Congress.gov: Legislation. Washington, D.C.: U. S. Congress, undated. https://www.congress.gov",NARA,"Proposing an amendment to the Constitution of the United States with respect to the compelling of testimony from a defendant in a criminal case in open court, a restriction on the use of prior convictions except when they are an element of the crime charged, and the right of a defendant in a criminal case to be informed of the evidence against the defendant.",1993-01-26,103,,House Joint Resolution,72,"Jacobs, Andrew Jr.",Indiana,"Judiciary, Subcommittee on Civil and Constitutional Rights",NA,NA,NA,NA,NA,NA,NA,NA,,,,,
